id,dbr,isit,find,category,record
tagUArmor264,item\equipmentarmor\um_e_galesong.dbr,False,"@level05$: @act02$, @level06$: @act02$",armor,b'records\\item\\equipmentarmor\\um_e_galesong.dbr'
tagUArmor318,item\equipmentarmor\u_n_galioncuirass.dbr,False,"@level04$: @act03$, @act04$",armor,b'records\\item\\equipmentarmor\\u_n_galioncuirass.dbr'
tagUArmor265,item\equipmentarmor\u_e_gildanthar.dbr,False,"@level05$: @act01$, @level06$: @act01$",armor,b'records\\item\\equipmentarmor\\u_e_gildanthar.dbr'
tagUArmor319,item\equipmentarmor\u_n_glaevin'sbreastplate.dbr,False,"@level04$: @act03$, @act04$",armor,"b""records\\item\\equipmentarmor\\u_n_glaevin'sbreastplate.dbr"""
tagUArmor320,item\equipmentarmor\u_n_harnessofcommand.dbr,False,@level04$: @act01$,armor,b'records\\item\\equipmentarmor\\u_n_harnessofcommand.dbr'
tagUArmor321,item\equipmentarmor\u_n_heartofthemountain.dbr,False,@level04$: @act01$,armor,b'records\\item\\equipmentarmor\\u_n_heartofthemountain.dbr'
tagUArmor322,item\equipmentarmor\u_n_huoquiaoarmor.dbr,False,@level04$: @act03$,armor,b'records\\item\\equipmentarmor\\u_n_huoquiaoarmor.dbr'
tagUArmor323,item\equipmentarmor\u_n_hyperiancuirass.dbr,False,@level04$: @act01$,armor,b'records\\item\\equipmentarmor\\u_n_hyperiancuirass.dbr'
tagUArmor324,item\equipmentarmor\u_n_ironskinsuit.dbr,False,@level04$: @act01$,armor,b'records\\item\\equipmentarmor\\u_n_ironskinsuit.dbr'
tagUArmor267,item\equipmentarmor\u_e_kherhebvestment.dbr,False,"@level05$: @act02$, @level06$: @act02$",armor,b'records\\item\\equipmentarmor\\u_e_kherhebvestment.dbr'
tagUArmor269,item\equipmentarmor\u_e_lifeshroud.dbr,False,"@level05$: @act02$, @level06$: @act02$",armor,b'records\\item\\equipmentarmor\\u_e_lifeshroud.dbr'
tagUArmor325,item\equipmentarmor\u_n_lorencuirass.dbr,False,@level04$: @act03$,armor,b'records\\item\\equipmentarmor\\u_n_lorencuirass.dbr'
tagUArmor270,item\equipmentarmor\u_e_magma.dbr,False,"@level05$: @act03$, @level06$: @act03$",armor,b'records\\item\\equipmentarmor\\u_e_magma.dbr'
tagUArmor313,item\equipmentarmor\u_n_mantleofevisceration.dbr,False,@level04$: @act02$,armor,b'records\\item\\equipmentarmor\\u_n_mantleofevisceration.dbr'
tagUArmor333,item\equipmentarmor\u_n_mantleofpanacea.dbr,False,@level04$: @act02$,armor,b'records\\item\\equipmentarmor\\u_n_mantleofpanacea.dbr'
tagUArmor326,item\equipmentarmor\u_n_maron'sgarment.dbr,False,@level04$: @act01$,armor,"b""records\\item\\equipmentarmor\\u_n_maron'sgarment.dbr"""
tagUArmor359,item\equipmentarmor\um_n_mirage.dbr,False,@level04$: @act02$,armor,b'records\\item\\equipmentarmor\\um_n_mirage.dbr'
tagUArmor327,item\equipmentarmor\u_n_nomadsbodywrap.dbr,False,@level04$: @act02$,armor,b'records\\item\\equipmentarmor\\u_n_nomadsbodywrap.dbr'
tagUArmor328,item\equipmentarmor\u_n_oedipus'armor.dbr,False,@level04$: @act01$,armor,"b""records\\item\\equipmentarmor\\u_n_oedipus'armor.dbr"""
tagUArmor329,item\equipmentarmor\u_n_outlaw'ssash.dbr,False,"@level04$: @act02$, @act03$, @act04$",armor,"b""records\\item\\equipmentarmor\\u_n_outlaw'ssash.dbr"""
tagUArmor330,item\equipmentarmor\um_n_physician'srobe.dbr,False,"@level04$: @act02$, @act03$, @act04$",armor,"b""records\\item\\equipmentarmor\\um_n_physician'srobe.dbr"""
tagUArmor361,item\equipmentarmor\um_n_pioussash.dbr,False,"@level04$: @act01$, @act02$",armor,b'records\\item\\equipmentarmor\\um_n_pioussash.dbr'
tagUArmor343,item\equipmentarmor\um_e_pythia'svestment.dbr,False,@level05$: @act01$,armor,"b""records\\item\\equipmentarmor\\um_e_pythia'svestment.dbr"""
tagUArmor278,item\equipmentarmor\u_e_reizarf'naicuirass.dbr,False,"@level05$: @act01$, @level06$: @act01$",armor,"b""records\\item\\equipmentarmor\\u_e_reizarf'naicuirass.dbr"""
tagUArmor331,item\equipmentarmor\u_n_renlei'spride.dbr,False,@level04$: @act03$,armor,"b""records\\item\\equipmentarmor\\u_n_renlei'spride.dbr"""
tagUArmor358,item\equipmentarmor\um_e_robesofcalchas.dbr,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",armor,b'records\\item\\equipmentarmor\\um_e_robesofcalchas.dbr'
tagUArmor332,item\equipmentarmor\u_n_sandstalkerarmor.dbr,False,@level04$: @act02$,armor,b'records\\item\\equipmentarmor\\u_n_sandstalkerarmor.dbr'
tagUArmor346,item\equipmentarmor\um_e_sheido'srobesofinsight.dbr,False,"@level05$: @act03$, @level06$: @act03$",armor,"b""records\\item\\equipmentarmor\\um_e_sheido'srobesofinsight.dbr"""
tagUArmor281,item\equipmentarmor\u_e_snakeskinwrap.dbr,False,"@level05$: @act01$, @level06$: @act01$",armor,b'records\\item\\equipmentarmor\\u_e_snakeskinwrap.dbr'
tagUArmor282,item\equipmentarmor\u_e_somatophylakesplate.dbr,False,"@level05$: @act01$, @level06$: @act01$",armor,b'records\\item\\equipmentarmor\\u_e_somatophylakesplate.dbr'
tagUArmor283,item\equipmentarmor\u_e_soulshieldchiton.dbr,False,"@level05$: @act02$, @level06$: @act02$",armor,b'records\\item\\equipmentarmor\\u_e_soulshieldchiton.dbr'
tagUArmor334,item\equipmentarmor\u_n_spearman'ssilk.dbr,False,@level04$: @act03$,armor,"b""records\\item\\equipmentarmor\\u_n_spearman'ssilk.dbr"""
tagUArmor286,item\equipmentarmor\u_e_takeshi's kimono.dbr,False,"@level05$: @act03$, @level06$: @act03$",armor,"b""records\\item\\equipmentarmor\\u_e_takeshi's kimono.dbr"""
tagUArmor287,item\equipmentarmor\u_e_terraguard.dbr,False,"@level05$: @act03$, @level06$: @act03$",armor,b'records\\item\\equipmentarmor\\u_e_terraguard.dbr'
tagUArmor335,item\equipmentarmor\u_n_thejackel'sfesteringgarb.dbr,False,@level04$: @act02$,armor,"b""records\\item\\equipmentarmor\\u_n_thejackel'sfesteringgarb.dbr"""
tagUArmor274,item\equipmentarmor\u_e_thraciancuirass.dbr,False,"@level05$: @act01$, @level06$: @act01$",armor,b'records\\item\\equipmentarmor\\u_e_thraciancuirass.dbr'
tagUArmor336,item\equipmentarmor\u_n_tricksterstunic.dbr,False,@level04$: @act02$,armor,b'records\\item\\equipmentarmor\\u_n_tricksterstunic.dbr'
tagUArmor337,item\equipmentarmor\u_n_tunicofthesilverbow.dbr,False,"@level04$: @act03$, @act04$",armor,b'records\\item\\equipmentarmor\\u_n_tunicofthesilverbow.dbr'
tagUArmor289,item\equipmentarmor\u_e_tylderonsbreastplate.dbr,False,"@level05$: @act01$, @level06$: @act01$",armor,b'records\\item\\equipmentarmor\\u_e_tylderonsbreastplate.dbr'
tagUArmor338,item\equipmentarmor\um_n_vestofthewanderinggoat.dbr,False,@level04$: @act03$,armor,b'records\\item\\equipmentarmor\\um_n_vestofthewanderinggoat.dbr'
tagUArmor290,item\equipmentarmor\u_e_vestmentofbewilderment.dbr,False,@level05$: @act03$,armor,b'records\\item\\equipmentarmor\\u_e_vestmentofbewilderment.dbr'
tagUArmor347,item\equipmentarmor\um_e_vestmentofthemalignspirits.dbr,False,"@level05$: @act03$, @level06$: @act03$",armor,b'records\\item\\equipmentarmor\\um_e_vestmentofthemalignspirits.dbr'
tagUArmor339,item\equipmentarmor\u_n_wayfarer'sregalia.dbr,False,@level04$: @act01$,armor,"b""records\\item\\equipmentarmor\\u_n_wayfarer'sregalia.dbr"""
tagUArmor340,item\equipmentarmor\u_n_waylayer'sjerkin.dbr,False,@level04$: @act01$,armor,"b""records\\item\\equipmentarmor\\u_n_waylayer'sjerkin.dbr"""
tagUArmor348,item\equipmentarmor\um_e_ymochelsriddlerobe.dbr,False,"@level05$: @act03$, @level06$: @act03$",armor,b'records\\item\\equipmentarmor\\um_e_ymochelsriddlerobe.dbr'
tagUArmor360,item\equipmentarmor\um_n_yuya'sgarb.dbr,False,@level04$: @act02$,armor,"b""records\\item\\equipmentarmor\\um_n_yuya'sgarb.dbr"""
xtagUArmor031,xpack\item\equipmentarmor\torso\u_n_001.dbr,True,@level04$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\u_n_001.dbr'
xtagUArmor036,xpack\item\equipmentarmor\torso\um_n_003.dbr,True,@level04$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\um_n_003.dbr'
xtagUArmor035,xpack\item\equipmentarmor\torso\um_n_002.dbr,True,@level04$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\um_n_002.dbr'
xtagUArmor034,xpack\item\equipmentarmor\torso\um_n_001.dbr,True,@level04$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\um_n_001.dbr'
xtagUArmor032,xpack\item\equipmentarmor\torso\u_n_002.dbr,True,@level04$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\u_n_002.dbr'
tagUWeapon342,item\equipmentweapon\axe\u_n_adranis.dbr,False,"@level04$: @act03$, @act04$",axe,b'records\\item\\equipmentweapon\\axe\\u_n_adranis.dbr'
tagUWeapon070,item\equipmentweapon\axe\u_e_ageaxe.dbr,False,"@level05$: @act01$, @level06$: @act01$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_ageaxe.dbr'
tagUWeapon072,item\equipmentweapon\axe\u_e_axeoflesbos.dbr,False,"@level05$: @act01$, @level06$: @act01$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_axeoflesbos.dbr'
tagUWeapon094,item\equipmentweapon\axe\u_n_beastrend.dbr,False,"@level04$: @act02$, @act03$, @act04$",axe,b'records\\item\\equipmentweapon\\axe\\u_n_beastrend.dbr'
tagUWeapon095,item\equipmentweapon\axe\u_n_braincleave.dbr,False,@level04$: @act01$,axe,b'records\\item\\equipmentweapon\\axe\\u_n_braincleave.dbr'
tagUWeapon096,item\equipmentweapon\axe\u_n_brigand'saxe.dbr,False,"@level04$: @act02$, @act03$, @act04$",axe,"b""records\\item\\equipmentweapon\\axe\\u_n_brigand'saxe.dbr"""
tagUWeapon097,item\equipmentweapon\axe\u_n_butcher'sbride.dbr,False,@level04$: @act01$,axe,"b""records\\item\\equipmentweapon\\axe\\u_n_butcher'sbride.dbr"""
tagUWeapon098,item\equipmentweapon\axe\u_n_chiyou'ssiphon.dbr,False,@level04$: @act03$,axe,"b""records\\item\\equipmentweapon\\axe\\u_n_chiyou'ssiphon.dbr"""
tagUWeapon099,item\equipmentweapon\axe\u_n_creepingdeath.dbr,False,"@level04$: @act03$, @act04$",axe,b'records\\item\\equipmentweapon\\axe\\u_n_creepingdeath.dbr'
tagUWeapon073,item\equipmentweapon\axe\u_e_fleshreaver.dbr,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_fleshreaver.dbr'
tagUWeapon100,item\equipmentweapon\axe\u_n_frostbite.dbr,False,@level04$: @act01$,axe,b'records\\item\\equipmentweapon\\axe\\u_n_frostbite.dbr'
tagUWeapon101,item\equipmentweapon\axe\u_n_hairsplitter.dbr,False,@level04$: @act01$,axe,b'records\\item\\equipmentweapon\\axe\\u_n_hairsplitter.dbr'
tagUWeapon102,item\equipmentweapon\axe\u_n_havoc.dbr,False,"@level04$: @act03$, @act04$",axe,b'records\\item\\equipmentweapon\\axe\\u_n_havoc.dbr'
tagUWeapon090,item\equipmentweapon\axe\u_e_lypikouri.dbr,False,"@level05$: @act03$, @level06$: @act03$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_lypikouri.dbr'
tagUWeapon075,item\equipmentweapon\axe\u_e_megalos.dbr,False,"@level05$: @act02$, @level06$: @act02$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_megalos.dbr'
tagUWeapon076,item\equipmentweapon\axe\u_e_mesos.dbr,False,"@level05$: @act01$, @level06$: @act01$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_mesos.dbr'
tagUWeapon103,item\equipmentweapon\axe\u_n_mikros.dbr,False,@level04$: @act02$,axe,b'records\\item\\equipmentweapon\\axe\\u_n_mikros.dbr'
tagUWeapon077,item\equipmentweapon\axe\u_e_minoanfireaxe.dbr,False,"@level05$: @act02$, @level06$: @act02$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_minoanfireaxe.dbr'
tagUWeapon078,item\equipmentweapon\axe\u_e_onager.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_onager.dbr'
tagUWeapon079,item\equipmentweapon\axe\u_e_pangu'saxe.dbr,False,"@level05$: @act03$, @level06$: @act03$",axe,"b""records\\item\\equipmentweapon\\axe\\u_e_pangu'saxe.dbr"""
tagUWeapon104,item\equipmentweapon\axe\u_n_ragingbull.dbr,False,"@level04$: @act01$, @act02$",axe,b'records\\item\\equipmentweapon\\axe\\u_n_ragingbull.dbr'
tagUWeapon105,item\equipmentweapon\axe\u_n_skullcleaver.dbr,False,@level04$: @act02$,axe,b'records\\item\\equipmentweapon\\axe\\u_n_skullcleaver.dbr'
tagUWeapon080,item\equipmentweapon\axe\u_e_snowblind.dbr,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_snowblind.dbr'
tagUWeapon083,item\equipmentweapon\axe\u_e_themonkeyking'sgreed.dbr,False,"@level05$: @act03$, @level06$: @act03$",axe,"b""records\\item\\equipmentweapon\\axe\\u_e_themonkeyking'sgreed.dbr"""
tagUWeapon106,item\equipmentweapon\axe\u_n_thresher.dbr,False,"@level04$: @act01$, @act02$",axe,b'records\\item\\equipmentweapon\\axe\\u_n_thresher.dbr'
tagUWeapon082,item\equipmentweapon\axe\u_e_zaghnal.dbr,False,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_zaghnal.dbr'
xtagUWeapon016,xpack\item\equipmentweapons\axe\u_n_001.dbr,True,@level04$: @act04$,axe,b'records\\xpack\\item\\equipmentweapons\\axe\\u_n_001.dbr'
xtagUWeapon017,xpack\item\equipmentweapons\axe\u_n_002.dbr,True,@level04$: @act04$,axe,b'records\\xpack\\item\\equipmentweapons\\axe\\u_n_002.dbr'
tagUWeapon128,item\equipmentweapon\bow\u_e_barrage.dbr,False,"@level05$: @act01$, @level06$: @act01$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_barrage.dbr'
tagUWeapon112,item\equipmentweapon\bow\u_e_bowofsadjed.dbr,False,"@level05$: @act02$, @level06$: @act02$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_bowofsadjed.dbr'
tagUWeapon143,item\equipmentweapon\bow\u_n_bowofthenile.dbr,False,@level04$: @act02$,bow,b'records\\item\\equipmentweapon\\bow\\u_n_bowofthenile.dbr'
tagUWeapon113,item\equipmentweapon\bow\u_n_chillwind.dbr,False,@level04$: @act01$,bow,b'records\\item\\equipmentweapon\\bow\\u_n_chillwind.dbr'
tagUWeapon140,item\equipmentweapon\bow\u_n_cupid'sbow.dbr,False,"@level04$: @act03$, @act04$",bow,"b""records\\item\\equipmentweapon\\bow\\u_n_cupid'sbow.dbr"""
tagUWeapon141,item\equipmentweapon\bow\u_e_daedalus'dread.dbr,False,"@level05$: @act02$, @act03$, @act04$; @level06$: @act02$",bow,"b""records\\item\\equipmentweapon\\bow\\u_e_daedalus'dread.dbr"""
tagUWeapon115,item\equipmentweapon\bow\u_e_dreadwind.dbr,False,"@level05$: @act01$, @act02$; @level06$: @act01$, @act02$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_dreadwind.dbr'
tagUWeapon116,item\equipmentweapon\bow\u_e_emperorsgift.dbr,False,"@level05$: @act03$, @act04$; @level06$: @act03$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_emperorsgift.dbr'
tagUWeapon119,item\equipmentweapon\bow\u_e_froststorm.dbr,False,"@level05$: @act01$, @level06$: @act01$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_froststorm.dbr'
tagUWeapon142,item\equipmentweapon\bow\u_n_hornsofcyprus.dbr,False,@level04$: @act01$,bow,b'records\\item\\equipmentweapon\\bow\\u_n_hornsofcyprus.dbr'
tagUWeapon120,item\equipmentweapon\bow\u_e_hyksoscompoundbow.dbr,False,"@level05$: @act01$, @level06$: @act01$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_hyksoscompoundbow.dbr'
tagUWeapon121,item\equipmentweapon\bow\u_e_iaculus.dbr,False,"@level05$: @act01$, @level06$: @act01$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_iaculus.dbr'
tagUWeapon122,item\equipmentweapon\bow\u_e_jeweledbow.dbr,False,"@level05$: @act02$, @level06$: @act02$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_jeweledbow.dbr'
tagUWeapon118,item\equipmentweapon\bow\u_e_medjaybow.dbr,False,"@level05$: @act02$, @level06$: @act02$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_medjaybow.dbr'
tagUWeapon124,item\equipmentweapon\bow\u_e_meriones'bow.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",bow,"b""records\\item\\equipmentweapon\\bow\\u_e_meriones'bow.dbr"""
tagUWeapon144,item\equipmentweapon\bow\u_n_metalpunch.dbr,False,@level04$: @act01$,bow,b'records\\item\\equipmentweapon\\bow\\u_n_metalpunch.dbr'
tagUWeapon117,item\equipmentweapon\bow\u_n_nomad'shuntingbow.dbr,False,@level04$: @act02$,bow,"b""records\\item\\equipmentweapon\\bow\\u_n_nomad'shuntingbow.dbr"""
tagUWeapon145,item\equipmentweapon\bow\u_n_rambow.dbr,False,@level04$: @act01$,bow,b'records\\item\\equipmentweapon\\bow\\u_n_rambow.dbr'
tagUWeapon146,item\equipmentweapon\bow\u_n_scythiantouch.dbr,False,"@level04$: @act01$, @act02$, @act03$",bow,b'records\\item\\equipmentweapon\\bow\\u_n_scythiantouch.dbr'
tagUWeapon147,item\equipmentweapon\bow\u_n_silentflight.dbr,False,"@level04$: @act03$, @act04$",bow,b'records\\item\\equipmentweapon\\bow\\u_n_silentflight.dbr'
tagUWeapon126,item\equipmentweapon\bow\u_e_spectralwarbow.dbr,False,"@level05$: @act01$, @level06$: @act01$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_spectralwarbow.dbr'
tagUWeapon148,item\equipmentweapon\bow\u_n_stormstrike.dbr,False,@level04$: @act01$,bow,b'records\\item\\equipmentweapon\\bow\\u_n_stormstrike.dbr'
tagUWeapon127,item\equipmentweapon\bow\u_e_suanmi.dbr,False,"@level05$: @act03$, @act04$; @level06$: @act03$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_suanmi.dbr'
tagUWeapon149,item\equipmentweapon\bow\u_n_telliam'swill.dbr,False,@level04$: @act01$,bow,"b""records\\item\\equipmentweapon\\bow\\u_n_telliam'swill.dbr"""
tagUWeapon150,item\equipmentweapon\bow\u_n_tendonripper.dbr,False,"@level04$: @act02$, @act03$, @act04$",bow,b'records\\item\\equipmentweapon\\bow\\u_n_tendonripper.dbr'
tagUWeapon152,item\equipmentweapon\bow\u_n_turquoisebow.dbr,False,"@level04$: @act01$, @act02$",bow,b'records\\item\\equipmentweapon\\bow\\u_n_turquoisebow.dbr'
xtagUWeapon031,xpack\item\equipmentweapons\bow\u_n_001.dbr,True,@level04$: @act04$,bow,b'records\\xpack\\item\\equipmentweapons\\bow\\u_n_001.dbr'
xtagUWeapon033,xpack\item\equipmentweapons\bow\u_n_003.dbr,True,@level04$: @act04$,bow,b'records\\xpack\\item\\equipmentweapons\\bow\\u_n_003.dbr'
xtagUWeapon032,xpack\item\equipmentweapons\bow\u_n_002.dbr,True,@level04$: @act04$,bow,b'records\\xpack\\item\\equipmentweapons\\bow\\u_n_002.dbr'
tagUArmor036,item\equipmentarmband\um_e_arcanebindings.dbr,False,"@level05$: @act03$, @act04$; @level06$: @act03$, @act04$",armband,b'records\\item\\equipmentarmband\\um_e_arcanebindings.dbr'
tagUArmor055,item\equipmentarmband\um_n_bonebracelet.dbr,False,@level04$: @amount07$,armband,b'records\\item\\equipmentarmband\\um_n_bonebracelet.dbr'
tagUArmor037,item\equipmentarmband\um_e_braceletofillumination.dbr,False,"@level05$: @act01$, @level06$: @act01$",armband,b'records\\item\\equipmentarmband\\um_e_braceletofillumination.dbr'
tagUArmor038,item\equipmentarmband\um_e_braceletofpain.dbr,False,"@level05$: @act02$, @level06$: @act02$",armband,b'records\\item\\equipmentarmband\\um_e_braceletofpain.dbr'
tagUArmor106,item\equipmentarmband\u_n_bracersofatlas.dbr,False,"@level04$: @act01$, @act02$",armband,b'records\\item\\equipmentarmband\\u_n_bracersofatlas.dbr'
tagUArmor040,item\equipmentarmband\um_e_crystalbracelet.dbr,False,@level05$: @act02$,armband,b'records\\item\\equipmentarmband\\um_e_crystalbracelet.dbr'
tagUArmor043,item\equipmentarmband\um_e_elementalist'swraps.dbr,False,"@level05$: @act01$, @act02$; @level06$: @act01$, @act02$",armband,"b""records\\item\\equipmentarmband\\um_e_elementalist'swraps.dbr"""
tagUArmor056,item\equipmentarmband\um_n_glowingbangle.dbr,False,@level04$: @act01$,armband,b'records\\item\\equipmentarmband\\um_n_glowingbangle.dbr'
tagUArmor057,item\equipmentarmband\um_n_harmony.dbr,False,"@level04$: @act02$, @act03$, @act04$",armband,b'records\\item\\equipmentarmband\\um_n_harmony.dbr'
tagUArmor044,item\equipmentarmband\um_e_hierophant'swinding.dbr,False,"@level05$: @act01$, @level06$: @act01$",armband,"b""records\\item\\equipmentarmband\\um_e_hierophant'swinding.dbr"""
tagUArmor058,item\equipmentarmband\um_n_jadeclasp.dbr,False,@level04$: @act03$,armband,b'records\\item\\equipmentarmband\\um_n_jadeclasp.dbr'
tagUArmor045,item\equipmentarmband\um_e_lethargy.dbr,False,"@level05$: @act03$, @act04$; @level06$: @act03$, @act04$",armband,b'records\\item\\equipmentarmband\\um_e_lethargy.dbr'
tagUArmor059,item\equipmentarmband\um_n_mindlash.dbr,False,@level04$: @act01$,armband,b'records\\item\\equipmentarmband\\um_n_mindlash.dbr'
tagUArmor046,item\equipmentarmband\um_e_nathus'bane.dbr,False,"@level05$: @act02$, @act03$, @act04$; @level06$: @act02$, @act03$, @act04$",armband,"b""records\\item\\equipmentarmband\\um_e_nathus'bane.dbr"""
tagUArmor060,item\equipmentarmband\um_n_papyruswinding.dbr,False,@level04$: @act02$,armband,b'records\\item\\equipmentarmband\\um_n_papyruswinding.dbr'
tagUArmor048,item\equipmentarmband\um_e_pythia'sclasp.dbr,False,@level05$: @act01$,armband,"b""records\\item\\equipmentarmband\\um_e_pythia'sclasp.dbr"""
tagUArmor061,item\equipmentarmband\um_n_scholar'sbangle.dbr,False,"@level04$: @act02$, @act03$, @act04$",armband,"b""records\\item\\equipmentarmband\\um_n_scholar'sbangle.dbr"""
tagUArmor107,item\equipmentarmband\u_n_thornybracers.dbr,False,@level04$: @act01$,armband,b'records\\item\\equipmentarmband\\u_n_thornybracers.dbr'
