record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,Quality,id
records\item\equipmenthelm\us_e_memnon'sraiment.dbr,tagUArmor224,False,False,False,"@level05$: @act01$, @level06$: @act01$",Helm,ArmorProtective_Head,Original,us_e_memnonsraiment_Helm_Original,Memnon's Guard,,Memnons_Guard
records\item\equipmentring\us_e_memnon'sraiment.dbr,tagUArmor034,False,False,False,"@level05$: @act01$, @level06$: @act01$",Ring,ArmorJewelry_Ring,Original,us_e_memnonsraiment_Ring_Original,Memnon's Signet,,Memnons_Signet
records\item\equipmentweapon\sword\us_e_memnon'sraiment.dbr,tagUWeapon320,False,False,False,"@level05$: @act01$, @level06$: @act01$",Sword,WeaponMelee_Sword,Original,us_e_memnonsraiment_Sword_Original,Memnon's Trust,,Memnons_Trust
records\item\equipmentarmband\usm_n_necromancer'shabiliment.dbr,tagUArmor068,False,False,False,@level04$: @act01$,Armbands,ArmorProtective_Forearm,Original,usm_n_necromancershabiliment_Armbands_Original,Deathcuffs,,Deathcuffs
records\item\equipmentarmor\usm_n_necromancer'shabiliment.dbr,tagUArmor401,False,False,False,@level04$: @act01$,Armor,ArmorProtective_UpperBody,Original,usm_n_necromancershabiliment_Armor_Original,Necromancer's Robe,,Necromancers_Robe
records\item\equipmentgreaves\usm_n_necromancer'shabiliment.dbr,tagUArmor177,False,False,False,@level04$: @act01$,Greaves,ArmorProtective_LowerBody,Original,usm_n_necromancershabiliment_Greaves_Original,Necromancer's Leggings,,Necromancers_Leggings
records\item\equipmenthelm\usm_n_necromancer'shabiliment.dbr,tagUArmor253,False,False,False,@level04$: @act01$,Helm,ArmorProtective_Head,Original,usm_n_necromancershabiliment_Helm_Original,Crown of the Dead,,Crown_of_the_Dead
records\item\equipmentweapon\staff\us_n_necromancer'shabiliment.dbr,tagUWeapon282,False,False,False,@level04$: @act01$,Staff,WeaponMagical_Staff,Original,us_n_necromancershabiliment_Staff_Original,Necromancer's Staff,,Necromancers_Staff
records\item\equipmentarmband\us_n_obsidianarmor.dbr,tagUArmor134,False,False,False,"@level04$: @act01$, @act02$",Armbands,ArmorProtective_Forearm,Original,us_n_obsidianarmor_Armbands_Original,Obsidian Bracers,,Obsidian_Bracers
records\item\equipmentarmor\us_n_obsidianarmor.dbr,tagUArmor390,False,False,False,"@level04$: @act01$, @act02$",Armor,ArmorProtective_UpperBody,Original,us_n_obsidianarmor_Armor_Original,Obsidian Breastplate,,Obsidian_Breastplate
records\item\equipmentgreaves\us_n_obsidianarmor.dbr,tagUArmor178,False,False,False,"@level04$: @act01$, @act02$",Greaves,ArmorProtective_LowerBody,Original,us_n_obsidianarmor_Greaves_Original,Obsidian Greaves,,Obsidian_Greaves
records\item\equipmenthelm\us_n_obsidianarmor.dbr,tagUArmor242,False,False,False,"@level04$: @act01$, @act02$",Helm,ArmorProtective_Head,Original,us_n_obsidianarmor_Helm_Original,Obsidian Helm,,Obsidian_Helm
records\item\equipmentweapon\axe\us_n_obsidianarmor.dbr,tagUWeapon110,False,False,False,"@level04$: @act01$, @act02$",Axe,WeaponMelee_Axe,Original,us_n_obsidianarmor_Axe_Original,Obsidian Crescent,,Obsidian_Crescent
records\item\equipmentarmband\usm_n_oracle'sgarments.dbr,tagUArmor069,False,False,False,@level04$: @act01$,Armbands,ArmorProtective_Forearm,Original,usm_n_oraclesgarments_Armbands_Original,Oracle's Winding,,Oracles_Winding
records\item\equipmentarmor\usm_n_oracle'sgarments.dbr,tagUArmor402,False,False,False,@level04$: @act01$,Armor,ArmorProtective_UpperBody,Original,usm_n_oraclesgarments_Armor_Original,Oracle's Vestment,,Oracles_Vestment
records\item\equipmentgreaves\usm_n_oracle'sgarments.dbr,tagUArmor185,False,False,False,@level04$: @act01$,Greaves,ArmorProtective_LowerBody,Original,usm_n_oraclesgarments_Greaves_Original,Oracle's Leggings,,Oracles_Leggings
records\item\equipmenthelm\usm_n_oracle'sgarments.dbr,tagUArmor254,False,False,False,@level04$: @act01$,Helm,ArmorProtective_Head,Original,usm_n_oraclesgarments_Helm_Original,Oracle's Wreath,,Oracles_Wreath
records\item\equipmentarmband\us_n_prideofthejadepalace.dbr,tagUArmor135,False,False,False,@level04$: @act03$,Armbands,ArmorProtective_Forearm,Original,us_n_prideofthejadepalace_Armbands_Original,Jade Bracers,,Jade_Bracers
records\item\equipmentarmor\us_n_prideofthejadepalace.dbr,tagUArmor391,False,False,False,@level04$: @act03$,Armor,ArmorProtective_UpperBody,Original,us_n_prideofthejadepalace_Armor_Original,Jade Breastplate,,Jade_Breastplate
records\item\equipmentgreaves\us_n_prideofthejadepalace.dbr,tagUArmor179,False,False,False,@level04$: @act03$,Greaves,ArmorProtective_LowerBody,Original,us_n_prideofthejadepalace_Greaves_Original,Jade Greaves,,Jade_Greaves
records\item\equipmenthelm\us_n_prideofthejadepalace.dbr,tagUArmor243,False,False,False,@level04$: @act03$,Helm,ArmorProtective_Head,Original,us_n_prideofthejadepalace_Helm_Original,Jade Crested Helm,,Jade_Crested_Helm
records\item\equipmentweapon\bow\us_n_prideofthejadepalace.dbr,tagUWeapon153,False,False,False,@level04$: @act03$,Bow,WeaponHunting_Bow,Original,us_n_prideofthejadepalace_Bow_Original,Jade Bow,,Jade_Bow
records\item\equipmentarmband\usm_e_pyromancer'sguard.dbr,tagUArmor064,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armbands,ArmorProtective_Forearm,Original,usm_e_pyromancersguard_Armbands_Original,Pyromancer's Bracelet,,Pyromancers_Bracelet
records\item\equipmentarmor\usm_e_pyromancer'sguard.dbr,tagUArmor396,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armor,ArmorProtective_UpperBody,Original,usm_e_pyromancersguard_Armor_Original,Pyromancer's Robe,,Pyromancers_Robe
records\item\equipmenthelm\usm_e_pyromancer'sguard.dbr,tagUArmor248,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Helm,ArmorProtective_Head,Original,usm_e_pyromancersguard_Helm_Original,Pyromancer's Circlet,,Pyromancers_Circlet
records\item\equipmentarmband\usm_e_raimentofthestorm.dbr,tagUArmor065,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armbands,ArmorProtective_Forearm,Original,usm_e_raimentofthestorm_Armbands_Original,Bracelets of Storms,,Bracelets_of_Storms
records\item\equipmentarmor\usm_e_raimentofthestorm.dbr,tagUArmor397,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armor,ArmorProtective_UpperBody,Original,usm_e_raimentofthestorm_Armor_Original,Robe of Storms,,Robe_of_Storms
records\item\equipmenthelm\usm_e_raimentofthestorm.dbr,tagUArmor249,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Helm,ArmorProtective_Head,Original,usm_e_raimentofthestorm_Helm_Original,Circlet of Storms,,Circlet_of_Storms
records\item\equipmentweapon\staff\us_e_raimentofthestorm.dbr,tagUWeapon281,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Staff,WeaponMagical_Staff,Original,us_e_raimentofthestorm_Staff_Original,Rod of Storms,,Rod_of_Storms
records\item\equipmentarmband\us_n_ramses'royalarmor.dbr,tagUArmor136,False,False,False,@level04$: @act02$,Armbands,ArmorProtective_Forearm,Original,us_n_ramsesroyalarmor_Armbands_Original,Ramses' Coil,,Ramses_Coil
records\item\equipmentarmor\us_n_ramses'royalarmor.dbr,tagUArmor392,False,False,False,@level04$: @act02$,Armor,ArmorProtective_UpperBody,Original,us_n_ramsesroyalarmor_Armor_Original,Ramses' Coat,,Ramses_Coat
records\item\equipmentgreaves\us_n_ramses'royalarmor.dbr,tagUArmor180,False,False,False,@level04$: @act02$,Greaves,ArmorProtective_LowerBody,Original,us_n_ramsesroyalarmor_Greaves_Original,Ramses' Greaves,,Ramses_Greaves
records\item\equipmenthelm\us_n_ramses'royalarmor.dbr,tagUArmor244,False,False,False,@level04$: @act02$,Helm,ArmorProtective_Head,Original,us_n_ramsesroyalarmor_Helm_Original,Ramses' Headdress,,Ramses_Headdress
records\item\equipmentweapon\club\us_n_ramses'royalarmor.dbr,tagUWeapon195,False,False,False,@level04$: @act02$,Mace,WeaponMelee_Mace,Original,us_n_ramsesroyalarmor_Mace_Original,Ramses' Scepter,,Ramses_Scepter
records\item\equipmentarmband\us_e_rogue'scover.dbr,tagUArmor116,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armbands,ArmorProtective_Forearm,Original,us_e_roguescover_Armbands_Original,Rogue's Bracers,,Rogues_Bracers
records\item\equipmentarmor\us_e_rogue'scover.dbr,tagUArmor372,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armor,ArmorProtective_UpperBody,Original,us_e_roguescover_Armor_Original,Rogue's Harness,,Rogues_Harness
records\item\equipmentgreaves\us_e_rogue'scover.dbr,tagUArmor159,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Greaves,ArmorProtective_LowerBody,Original,us_e_roguescover_Greaves_Original,Rogue's Greaves,,Rogues_Greaves
records\item\equipmenthelm\us_e_rogue'scover.dbr,tagUArmor225,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Helm,ArmorProtective_Head,Original,us_e_roguescover_Helm_Original,Rogue's Headband,,Rogues_Headband
records\item\equipmentarmband\usm_n_ronzer'sgift.dbr,tagUArmor070,False,False,False,"@level04$: @act03$, @act04$",Armbands,ArmorProtective_Forearm,Original,usm_n_ronzersgift_Armbands_Original,The Frail,,The_Frail
records\item\equipmentring\us_n_ronzer'sgift.dbr,tagUArmor035,False,False,False,"@level04$: @act02$, @act03$, @act04$",Ring,ArmorJewelry_Ring,Original,us_n_ronzersgift_Ring_Original,The Fragile,,The_Fragile
records\item\equipmentarmor\us_n_safeguardofthemantis.dbr,tagUArmor382,False,False,False,@level04$: @act03$,Armor,ArmorProtective_UpperBody,Original,us_n_safeguardofthemantis_Armor_Original,Mantis Plate,,Mantis_Plate
records\item\equipmentgreaves\us_n_safeguardofthemantis.dbr,tagUArmor169,False,False,False,@level04$: @act03$,Greaves,ArmorProtective_LowerBody,Original,us_n_safeguardofthemantis_Greaves_Original,Mantis Stride,,Mantis_Stride
records\item\equipmenthelm\us_n_safeguardofthemantis.dbr,tagUArmor234,False,False,False,@level04$: @act03$,Helm,ArmorProtective_Head,Original,us_n_safeguardofthemantis_Helm_Original,Mantis Helm,,Mantis_Helm
records\item\equipmentarmband\us_e_shadowguard.dbr,tagUArmor117,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armbands,ArmorProtective_Forearm,Original,us_e_shadowguard_Armbands_Original,Shadow's Touch,,Shadows_Touch
records\item\equipmentarmor\us_e_shadowguard.dbr,tagUArmor373,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armor,ArmorProtective_UpperBody,Original,us_e_shadowguard_Armor_Original,Shadow's Guard,,Shadows_Guard
records\item\equipmentgreaves\us_e_shadowguard.dbr,tagUArmor160,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Greaves,ArmorProtective_LowerBody,Original,us_e_shadowguard_Greaves_Original,Shadow's Flight,,Shadows_Flight
records\item\equipmenthelm\us_e_shadowguard.dbr,tagUArmor226,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Helm,ArmorProtective_Head,Original,us_e_shadowguard_Helm_Original,Shadow Veil,,Shadow_Veil_1
records\item\equipmentshield\us_e_shadowguard.dbr,tagUWeapon062,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Shield,WeaponArmor_Shield,Original,us_e_shadowguard_Shield_Original,Shadow Wall,,Shadow_Wall
records\item\equipmentweapon\axe\us_e_shadowguard.dbr,tagUWeapon109,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Axe,WeaponMelee_Axe,Original,us_e_shadowguard_Axe_Original,Shadowbane,,Shadowbane
records\item\equipmentarmband\us_e_tempest.dbr,tagUArmor118,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armbands,ArmorProtective_Forearm,Original,us_e_tempest_Armbands_Original,Bracers of the Tempest,,Bracers_of_the_Tempest
records\item\equipmentarmor\us_e_tempest.dbr,tagUArmor364,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armor,ArmorProtective_UpperBody,Original,us_e_tempest_Armor_Original,Armor of the Tempest,,Armor_of_the_Tempest
records\item\equipmentgreaves\us_e_tempest.dbr,tagUArmor161,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Greaves,ArmorProtective_LowerBody,Original,us_e_tempest_Greaves_Original,Greaves of the Tempest,,Greaves_of_the_Tempest
records\item\equipmenthelm\us_e_tempest.dbr,tagUArmor227,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Helm,ArmorProtective_Head,Original,us_e_tempest_Helm_Original,Helm of the Tempest,,Helm_of_the_Tempest
records\item\equipmentweapon\club\us_e_tempest.dbr,tagUWeapon192,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Mace,WeaponMelee_Mace,Original,us_e_tempest_Mace_Original,Surge of the Tempest,,Surge_of_the_Tempest
records\item\equipmentarmor\us_e_theacropolis.dbr,tagUArmor374,False,False,False,"@level05$: @act01$, @level06$: @act01$",Armor,ArmorProtective_UpperBody,Original,us_e_theacropolis_Armor_Original,The Citadel,,The_Citadel
records\item\equipmentshield\us_e_theacropolis.dbr,tagUWeapon063,False,False,False,"@level05$: @act01$, @level06$: @act01$",Shield,WeaponArmor_Shield,Original,us_e_theacropolis_Shield_Original,The Bulwark,,The_Bulwark
records\item\equipmentarmband\us_e_thesphinx.dbr,tagUArmor109,False,False,False,"@level05$: @act02$, @level06$: @act02$",Armbands,ArmorProtective_Forearm,Original,us_e_thesphinx_Armbands_Original,Bracers of the Sphinx,,Bracers_of_the_Sphinx
records\item\equipmentarmor\us_e_thesphinx.dbr,tagUArmor363,False,False,False,"@level05$: @act02$, @level06$: @act02$",Armor,ArmorProtective_UpperBody,Original,us_e_thesphinx_Armor_Original,Breastplate of the Sphinx,,Breastplate_of_the_Sphinx
records\item\equipmentgreaves\us_e_thesphinx.dbr,tagUArmor152,False,False,False,"@level05$: @act02$, @level06$: @act02$",Greaves,ArmorProtective_LowerBody,Original,us_e_thesphinx_Greaves_Original,Greaves of the Sphinx,,Greaves_of_the_Sphinx
records\item\equipmenthelm\us_e_thesphinx.dbr,tagUArmor217,False,False,False,"@level05$: @act02$, @level06$: @act02$",Helm,ArmorProtective_Head,Original,us_e_thesphinx_Helm_Original,Helm of the Sphinx,,Helm_of_the_Sphinx
records\item\equipmentweapon\club\us_e_thesphinx.dbr,tagUWeapon191,False,False,False,"@level05$: @act02$, @level06$: @act02$",Mace,WeaponMelee_Mace,Original,us_e_thesphinx_Mace_Original,Scepter of the Sphinx,,Scepter_of_the_Sphinx
records\item\equipmentarmband\us_n_thebanpanoply.dbr,tagUArmor137,False,False,False,@level04$: @act01$,Armbands,ArmorProtective_Forearm,Original,us_n_thebanpanoply_Armbands_Original,Theban Bracers,,Theban_Bracers
records\item\equipmentarmor\us_n_thebanpanoply.dbr,tagUArmor393,False,False,False,@level04$: @act01$,Armor,ArmorProtective_UpperBody,Original,us_n_thebanpanoply_Armor_Original,Theban Cuirass,,Theban_Cuirass
records\item\equipmentgreaves\us_n_thebanpanoply.dbr,tagUArmor181,False,False,False,@level04$: @act01$,Greaves,ArmorProtective_LowerBody,Original,us_n_thebanpanoply_Greaves_Original,Theban Greaves,,Theban_Greaves
records\item\equipmenthelm\us_n_thebanpanoply.dbr,tagUArmor245,False,False,False,@level04$: @act01$,Helm,ArmorProtective_Head,Original,us_n_thebanpanoply_Helm_Original,Theban Crested Helmet,,Theban_Crested_Helmet
records\item\equipmentshield\us_n_thebanpanoply.dbr,tagUWeapon069,False,False,False,@level04$: @act01$,Shield,WeaponArmor_Shield,Original,us_n_thebanpanoply_Shield_Original,Theban Shield,,Theban_Shield
records\item\equipmentarmband\usm_e_umbralraiment.dbr,tagUArmor066,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armbands,ArmorProtective_Forearm,Original,usm_e_umbralraiment_Armbands_Original,Umbral Cuffs,,Umbral_Cuffs
records\item\equipmentarmor\usm_e_umbralraiment.dbr,tagUArmor398,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armor,ArmorProtective_UpperBody,Original,usm_e_umbralraiment_Armor_Original,Umbral Robe,,Umbral_Robe
records\item\equipmenthelm\usm_e_umbralraiment.dbr,tagUArmor250,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Helm,ArmorProtective_Head,Original,usm_e_umbralraiment_Helm_Original,Umbral Crown,,Umbral_Crown
records\item\equipmentweapon\staff\u_e_soulquencher.dbr,tagUWeapon265,False,False,False,"@level05$: @act03$, @level06$: @act02$, @act03$",Staff,WeaponMagical_Staff,Original,u_e_soulquencher_Staff_Original,Soul Quencher,,Soul_Quencher
records\item\equipmentarmband\us_e_warden'scharge.dbr,tagUArmor120,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armbands,ArmorProtective_Forearm,Original,us_e_wardenscharge_Armbands_Original,Warden's Armguard,,Wardens_Armguard
records\item\equipmentarmor\us_e_warden'scharge.dbr,tagUArmor375,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armor,ArmorProtective_UpperBody,Original,us_e_wardenscharge_Armor_Original,Warden's Breastplate,,Wardens_Breastplate
records\item\equipmentgreaves\us_e_warden'scharge.dbr,tagUArmor162,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Greaves,ArmorProtective_LowerBody,Original,us_e_wardenscharge_Greaves_Original,Warden's Greaves,,Wardens_Greaves
records\item\equipmenthelm\us_e_warden'scharge.dbr,tagUArmor228,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Helm,ArmorProtective_Head,Original,us_e_wardenscharge_Helm_Original,Warden's Helm,,Wardens_Helm
records\item\equipmentshield\us_e_warden'scharge.dbr,tagUWeapon064,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Shield,WeaponArmor_Shield,Original,us_e_wardenscharge_Shield_Original,Warden's Faith,,Wardens_Faith
records\item\equipmentweapon\club\us_e_warden'scharge.dbr,tagUWeapon194,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Mace,WeaponMelee_Mace,Original,us_e_wardenscharge_Mace_Original,Warden's Wrath,,Wardens_Wrath
records\item\equipmentarmband\us_e_warrior'spanoply.dbr,tagUArmor121,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armbands,ArmorProtective_Forearm,Original,us_e_warriorspanoply_Armbands_Original,Warrior's Bracers,,Warriors_Bracers
records\item\equipmentarmor\us_e_warrior'spanoply.dbr,tagUArmor376,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armor,ArmorProtective_UpperBody,Original,us_e_warriorspanoply_Armor_Original,Warrior's Plate,,Warriors_Plate
records\item\equipmentgreaves\us_e_warrior'spanoply.dbr,tagUArmor163,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Greaves,ArmorProtective_LowerBody,Original,us_e_warriorspanoply_Greaves_Original,Warrior's Buskin,,Warriors_Buskin
records\item\equipmenthelm\us_e_warrior'spanoply.dbr,tagUArmor229,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Helm,ArmorProtective_Head,Original,us_e_warriorspanoply_Helm_Original,Warrior's Brain-cage,,Warriors_Brain_cage
records\xpack\item\equipmentarmor\helm\u_n_002.dbr,xtagUArmor110,True,False,False,@level04$: @act04$,Helm,ArmorProtective_Head,xpack,u_n_002_Helm_xpack,Templar's Brain-cage,,Templars_Brain_cage
