Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record
Ichthian Shell,MonsterInfrequent Epic,58.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_e_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldmi_e_fjordmelee.dbr'
Deep Sea Trident,MonsterInfrequent Legendary,75.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_l_merfolk.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearmi_l_merfolk.dbr'
Overseer's Crest,MonsterInfrequent Legendary,63.0,ArmorProtective_Forearm,,TQ,mi_l_reptilian.dbr,b'records\\item\\equipmentarmbandmi_l_reptilian.dbr'
Ran's Favor,Legendary,77.0,ArmorJewelry_Amulet,,TQ Ragnarok,xpack2/u_l_002.dbr,b'records\\xpack2\\item\\equipmentarmor\\amuletu_l_002.dbr'
Revenant Gauntlets,MonsterInfrequent Epic,45.0,ArmorProtective_Forearm,,TQ,mi_e_goldenskeleton.dbr,b'records\\item\\equipmentarmbandmi_e_goldenskeleton.dbr'
Exotic Armguard,MonsterInfrequent Normal,22.0,ArmorProtective_Forearm,,TQ,mi_n_tropicalarachnos.dbr,b'records\\item\\equipmentarmbandmi_n_tropicalarachnos.dbr'
Nemesis' Recurve,Legendary,65.0,WeaponHunting_Bow,,TQ,u_l_nemesis'recurve.dbr,"b""records\\item\\equipmentweapon\\bowu_l_nemesis'recurve.dbr"""
Master Forge Helmet,MonsterInfrequent Legendary,78.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_dvergrmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_l_dvergrmelee.dbr'
Arcane Mirror,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_ga_arcanemirror.dbr,b'records\\xpack\\item\\artifactsl_ga_arcanemirror.dbr'
Eurydice's Wedding Band,Legendary,56.0,ArmorJewelry_Ring,,TQ Immortal Throne,xpack/u_e_003.dbr,b'records\\xpack\\item\\equipmentarmor\\ringu_e_003.dbr'
Shield of the Cobra,Epic,46.0,WeaponArmor_Shield,,TQ,u_e_shieldofthecobra.dbr,b'records\\item\\equipmentshieldu_e_shieldofthecobra.dbr'
Staff of the Deep,MonsterInfrequent Legendary,77.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/mi_l_fjordmage.dbr,b'records\\xpack2\\item\\equipmentweapons\\staffmi_l_fjordmage.dbr'
Aeon,Legendary,50.0,ArmorJewelry_Amulet,,TQ,u_e_aeon.dbr,b'records\\item\\equipmentamuletu_e_aeon.dbr'
Yang,Epic,28.0,WeaponMelee_Sword,Imperial Raiment,TQ,us_n_imperialraiment02.dbr,b'records\\item\\equipmentweapon\\swordus_n_imperialraiment02.dbr'
Archon's Chiton,Epic,12.0,ArmorProtective_UpperBody,,TQ,um_n_archon'schiton.dbr,"b""records\\item\\equipmentarmorum_n_archon'schiton.dbr"""
Icescale Helm,MonsterInfrequent Legendary,77.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_l_fjordmelee.dbr'
Kinslay,MonsterInfrequent Epic,43.0,WeaponMelee_Axe,,TQ,mi_e_minotaurlord.dbr,b'records\\item\\equipmentweapon\\axemi_e_minotaurlord.dbr'
Chieftain's Pelta,Epic,36.0,WeaponArmor_Shield,,TQ,u_e_chieftain'spelta.dbr,"b""records\\item\\equipmentshieldu_e_chieftain'spelta.dbr"""
Scale of the Black Dragon,Legendary,62.0,WeaponArmor_Shield,,TQ,u_l_scaleoftheblackdragon.dbr,b'records\\item\\equipmentshieldu_l_scaleoftheblackdragon.dbr'
Bear Rider's Leggings,MonsterInfrequent Normal,37.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_yerren.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_n_yerren.dbr'
Greaves of the Nemean Lion,Legendary,68.0,ArmorProtective_LowerBody,Nemean Lion Hide,TQ,us_l_neameanlionhide.dbr,b'records\\item\\equipmentgreavesus_l_neameanlionhide.dbr'
Gutuater Cap,Epic,61.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_e_04.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmu_e_04.dbr'
Bite of Anubis,Epic,45.0,WeaponMelee_Sword,,TQ,u_e_biteofanubis.dbr,b'records\\item\\equipmentweapon\\swordu_e_biteofanubis.dbr'
The Rat's Hat,MonsterInfrequent Epic,52.0,ArmorProtective_Head,,TQ,mi_e_ratmanchampion.dbr,b'records\\item\\equipmenthelmmi_e_ratmanchampion.dbr'
Windswept Pack,MonsterInfrequent Legendary,63.0,ArmorProtective_UpperBody,,TQ,mi_l_duneraiderb.dbr,b'records\\item\\equipmentarmormi_l_duneraiderb.dbr'
Embodiment of the Iron Will of Ajax,Common,,ItemRelic,,TQ Immortal Throne,xpack/02_act4_ironwillofajax.dbr,b'records\\xpack\\item\\relics02_act4_ironwillofajax.dbr'
Diomedes' War Helm,Epic,56.0,ArmorProtective_Head,Diomedes' Armor,TQ Immortal Throne,xpack/us_e_002.dbr,b'records\\xpack\\item\\equipmentarmor\\helmus_e_002.dbr'
Legendary Vile Ichor,Common,,ItemCharm,,TQ,03_act2_vileichor.dbr,b'records\\item\\animalrelics03_act2_vileichor.dbr'
Einherjar's Stand,MonsterInfrequent Epic,59.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_e_einherjar.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldmi_e_einherjar.dbr'
Rhodian Sling,Epic,42.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_e_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_e_02.dbr'
The Rat's Clap,MonsterInfrequent Legendary,66.0,ArmorProtective_Forearm,,TQ,mi_l_ratmanchampion.dbr,b'records\\item\\equipmentarmbandmi_l_ratmanchampion.dbr'
Incarnation of the Shade of Hector,Common,,ItemRelic,,TQ Immortal Throne,xpack/03_act4_shadeofhektor.dbr,b'records\\xpack\\item\\relics03_act4_shadeofhektor.dbr'
Poseidon's Greaves,Legendary,70.0,ArmorProtective_LowerBody,Armament of Poseidon,TQ Immortal Throne,xpack/us_l_002.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesus_l_002.dbr'
Hoi Polloi,Epic,12.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_n_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_n_02.dbr'
Bandari's Helm,MonsterInfrequent Epic,53.0,ArmorProtective_Head,,TQ,mi_e_bandari.dbr,b'records\\item\\equipmenthelmmi_e_bandari.dbr'
Bloodborn Armbands,MonsterInfrequent Epic,58.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_melinoemage.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_e_melinoemage.dbr'
Greaves of the Tempest,Epic,47.0,ArmorProtective_LowerBody,Tempest,TQ,us_e_tempest.dbr,b'records\\item\\equipmentgreavesus_e_tempest.dbr'
Ichthian Harpoon,MonsterInfrequent Normal,22.0,WeaponHunting_Spear,,TQ,mi_n_ichthianmelee.dbr,b'records\\item\\equipmentweapon\\spearmi_n_ichthianmelee.dbr'
Lævateinn,Legendary,79.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/u_l_03.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordu_l_03.dbr'
Legendary Golem Heart,Common,,ItemCharm,,TQ Ragnarok,xpack2/03_act5_golemheart.dbr,b'records\\xpack2\\item\\charms03_act5_golemheart.dbr'
Arcane Formula ~ Hand of Gaia,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_ga_handofgaea_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_ga_handofgaea_formula.dbr'
Helmet of Valhalla,Legendary,79.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_l_01.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmu_l_01.dbr'
Finger of Charon,Epic,32.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_n_12.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_n_12.dbr'
Incarnation of Epona's Horses,Common,,ItemRelic,,TQ Ragnarok,xpack2/03_act5_eponashorses.dbr,b'records\\xpack2\\item\\relics03_act5_eponashorses.dbr'
Marauder's Bone Axe,MonsterInfrequent Legendary,67.0,WeaponMelee_Axe,,TQ,mi_l_neanderthalmelee.dbr,b'records\\item\\equipmentweapon\\axemi_l_neanderthalmelee.dbr'
Hydarnes' Shield,Epic,13.0,WeaponArmor_Shield,,TQ,u_n_hydarnes'shield.dbr,"b""records\\item\\equipmentshieldu_n_hydarnes'shield.dbr"""
Wrath of Jǫrmungandr,Legendary,63.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/u_e_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\bowu_e_02.dbr'
Trollwrestler Greaves,Legendary,77.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/u_l_03.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesu_l_03.dbr'
Bracelets of the Deep,MonsterInfrequent Epic,58.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_e_fjordmage.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_e_fjordmage.dbr'
Kondoran Girdle,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_kondorangirdle.dbr,b'records\\item\\equipmentarmoru_e_kondorangirdle.dbr'
Armor of the Phantom,Legendary,72.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/u_l_001.dbr,b'records\\xpack\\item\\equipmentarmor\\torsou_l_001.dbr'
Night-terror Wraps,Legendary,75.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/um_l_001.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesum_l_001.dbr'
Marauder's Bone Axe,MonsterInfrequent Normal,24.0,WeaponMelee_Axe,,TQ,mi_n_neanderthalmelee.dbr,b'records\\item\\equipmentweapon\\axemi_n_neanderthalmelee.dbr'
Freyja's Coronet,Legendary,79.0,ArmorProtective_Head,Freyja's Panoply,TQ Ragnarok,xpack2/usm_l_freyja.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmusm_l_freyja.dbr'
Polyphemus' Tenderizer,MonsterInfrequent Normal,9.0,WeaponMelee_Mace,,TQ,mi_n_cyclops.dbr,b'records\\item\\equipmentweapon\\clubmi_n_cyclops.dbr'
Hag's Skin,Common,,ItemCharm,,TQ,01_act2_hagsskin.dbr,b'records\\item\\animalrelics01_act2_hagsskin.dbr'
Deathweaver's Legtip,MonsterInfrequent Normal,9.0,WeaponMelee_Sword,,TQ,mi_n_arachnos.dbr,b'records\\item\\equipmentweapon\\swordmi_n_arachnos.dbr'
Shaman's Adornment,MonsterInfrequent Legendary,67.0,ArmorProtective_UpperBody,,TQ,mi_l_neanderthalmage.dbr,b'records\\item\\equipmentarmormi_l_neanderthalmage.dbr'
Lamia Grocery List,Epic,,ItemEquipment,,TQ Immortal Throne,xpack/parchment08.dbr,b'records\\xpack\\item\\parchmentsparchment08.dbr'
Bonecaster Shawl,MonsterInfrequent Normal,35.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_trollmage.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_n_trollmage.dbr'
Batrachos Bracers,MonsterInfrequent Legendary,68.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_anouranmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_l_anouranmelee.dbr'
Jade Band,Epic,28.0,ArmorJewelry_Ring,Jade Jewellery,TQ,u_n_jadeband.dbr,b'records\\item\\equipmentringu_n_jadeband.dbr'
Takeshi's Kimono,Epic,49.0,ArmorProtective_UpperBody,,TQ,u_e_takeshi's kimono.dbr,"b""records\\item\\equipmentarmoru_e_takeshi's kimono.dbr"""
Warrior's Bracers,Epic,49.0,ArmorProtective_Forearm,Warrior's Panoply,TQ,us_e_warrior'spanoply.dbr,"b""records\\item\\equipmentarmbandus_e_warrior'spanoply.dbr"""
Anaplekte's Skullcap,MonsterInfrequent Epic,57.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_e_keresmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_e_keresmelee.dbr'
Certhas' Plate,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_certhas'plate.dbr,"b""records\\item\\equipmentarmoru_e_certhas'plate.dbr"""
Harbinger's Breastplate,Epic,56.0,ArmorProtective_UpperBody,The Harbinger,TQ Immortal Throne,xpack/us_e_004.dbr,b'records\\xpack\\item\\equipmentarmor\\torsous_e_004.dbr'
Porphyrion's Breastplate,MonsterInfrequent Normal,32.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_n_gigantesmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_n_gigantesmelee.dbr'
Shadow's Touch,Epic,47.0,ArmorProtective_Forearm,Shadow Guard,TQ,us_e_shadowguard.dbr,b'records\\item\\equipmentarmbandus_e_shadowguard.dbr'
Welcome to Undeath!,Epic,,ItemEquipment,,TQ Immortal Throne,xpack/parchment09.dbr,b'records\\xpack\\item\\parchmentsparchment09.dbr'
Skyrta of Orvar-Oddr,Legendary,61.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_e_01.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsou_e_01.dbr'
Cloak of Fimbulvinter,Legendary,61.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_e_03.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsou_e_03.dbr'
Juque,Epic,24.0,WeaponMelee_Sword,,TQ,u_n_juque.dbr,b'records\\item\\equipmentweapon\\swordu_n_juque.dbr'
Incarnation of the Jade Emperor's Serenity,Common,,ItemRelic,,TQ,03_act3_jadeemperorsserenity.dbr,b'records\\item\\relics03_act3_jadeemperorsserenity.dbr'
Prowler's Cuffs,MonsterInfrequent Normal,25.0,ArmorProtective_Forearm,,TQ,mi_n_tigermanmelee.dbr,b'records\\item\\equipmentarmbandmi_n_tigermanmelee.dbr'
Ichthian Aegis,MonsterInfrequent Legendary,66.0,ArmorProtective_UpperBody,,TQ,mi_l_ichthianmelee.dbr,b'records\\item\\equipmentarmormi_l_ichthianmelee.dbr'
Sabertooth,MonsterInfrequent Legendary,67.0,WeaponMelee_Sword,,TQ,mi_l_tigermanmelee.dbr,b'records\\item\\equipmentweapon\\swordmi_l_tigermanmelee.dbr'
Soul Quencher,Epic,47.0,WeaponMagical_Staff,Umbral Raiment,TQ,u_e_soulquencher.dbr,b'records\\item\\equipmentweapon\\staffu_e_soulquencher.dbr'
Dune Raider Knives,MonsterInfrequent Legendary,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_l_duneraider.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_l_duneraider.dbr'
Deathweaver's Chitin,MonsterInfrequent Epic,39.0,ArmorProtective_UpperBody,,TQ,mi_e_arachnos.dbr,b'records\\item\\equipmentarmormi_e_arachnos.dbr'
Living Band,Epic,24.0,ArmorJewelry_Ring,,TQ,u_n_livingband.dbr,b'records\\item\\equipmentringu_n_livingband.dbr'
Battlemage Robe,Legendary,53.0,ArmorProtective_UpperBody,Vestments of the Battlemage,TQ,usm_e_vestmentsofthebattlemage.dbr,b'records\\item\\equipmentarmorusm_e_vestmentsofthebattlemage.dbr'
Conqueror's Buskin,Legendary,71.0,ArmorProtective_LowerBody,Conqueror's Panoply,TQ,us_l_conqueror'spanoply.dbr,"b""records\\item\\equipmentgreavesus_l_conqueror'spanoply.dbr"""
The Frail,Epic,26.0,ArmorProtective_Forearm,Ronzer's Gift,TQ,usm_n_ronzer'sgift.dbr,"b""records\\item\\equipmentarmbandusm_n_ronzer'sgift.dbr"""
Dvergr Runestones,MonsterInfrequent Legendary,78.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_l_dvergr.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_l_dvergr.dbr'
Mantis Plate,Epic,26.0,ArmorProtective_UpperBody,Safeguard of the Mantis,TQ,us_n_safeguardofthemantis.dbr,b'records\\item\\equipmentarmorus_n_safeguardofthemantis.dbr'
Qin Warbow,Legendary,65.0,WeaponHunting_Bow,,TQ,u_l_qinwarbow.dbr,b'records\\item\\equipmentweapon\\bowu_l_qinwarbow.dbr'
Shield of the Restless King,MonsterInfrequent Normal,36.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_n_draugr.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldmi_n_draugr.dbr'
Essence of Epona's Horses,Common,,ItemRelic,,TQ Ragnarok,xpack2/01_act5_eponashorses.dbr,b'records\\xpack2\\item\\relics01_act5_eponashorses.dbr'
"Morbius, the Ramrod",Legendary,59.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/u_e_001.dbr,b'records\\xpack\\item\\equipmentweapons\\clubu_e_001.dbr'
Embodiment of the Jade Emperor's Serenity,Common,,ItemRelic,,TQ,02_act3_jadeemperorsserenity.dbr,b'records\\item\\relics02_act3_jadeemperorsserenity.dbr'
Ring of the Dragon Hunter,Legendary,63.0,ArmorJewelry_Ring,,TQ Ragnarok,xpack2/u_e_001.dbr,b'records\\xpack2\\item\\equipmentarmor\\ringu_e_001.dbr'
Ullr's Protectors,Epic,63.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_e_04.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandu_e_04.dbr'
Essence of Cernunnos' Majesty,Common,,ItemRelic,,TQ Ragnarok,xpack2/01_act5_cernunnosmajesty.dbr,b'records\\xpack2\\item\\relics01_act5_cernunnosmajesty.dbr'
Bear Rider's Bracers,MonsterInfrequent Normal,37.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_n_yerren.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_n_yerren.dbr'
Icescale Bracers,MonsterInfrequent Epic,58.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_e_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_e_fjordmelee.dbr'
Arcane Formula ~ Shadow Veil,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_ga_shadowveil_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaen_ga_shadowveil_formula.dbr'
Lady Y-ab's Scarab,Epic,20.0,ArmorJewelry_Amulet,,TQ,u_n_ladyy-ab'sscarab.dbr,"b""records\\item\\equipmentamuletu_n_ladyy-ab'sscarab.dbr"""
Sleepwalker's Stride,Legendary,59.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/um_e_001.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesum_e_001.dbr'
Soul Feast,Epic,12.0,WeaponMelee_Mace,,TQ,u_n_soulfeast.dbr,b'records\\item\\equipmentweapon\\clubu_n_soulfeast.dbr'
Horns of Cyprus,Epic,16.0,WeaponHunting_Bow,,TQ,u_n_hornsofcyprus.dbr,b'records\\item\\equipmentweapon\\bowu_n_hornsofcyprus.dbr'
Blacksteel Greaves,MonsterInfrequent Epic,60.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_e_eldjotun.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_e_eldjotun.dbr'
Crystal of Erebus,Common,,ItemCharm,,TQ Immortal Throne,xpack/01_act4_erebancrystal.dbr,b'records\\xpack\\item\\charms01_act4_erebancrystal.dbr'
Arcane Formula ~ Dark Core,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_darkcore_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_la_darkcore_formula.dbr'
Dvergr-Forged Longsword,MonsterInfrequent Epic,59.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_e_dvergr.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordmi_e_dvergr.dbr'
Incarnation of Donar's Hammer,Common,,ItemRelic,,TQ Ragnarok,xpack2/03_act5_donarshammer.dbr,b'records\\xpack2\\item\\relics03_act5_donarshammer.dbr'
Mantle of Amun-Ra,Legendary,68.0,ArmorProtective_UpperBody,,TQ,um_l_mantleofamunra.dbr,b'records\\item\\equipmentarmorum_l_mantleofamunra.dbr'
Warden's Wrath,Epic,42.0,WeaponMelee_Mace,Warden's Charge,TQ,us_e_warden'scharge.dbr,"b""records\\item\\equipmentweapon\\clubus_e_warden'scharge.dbr"""
Jackal's Wristguard,MonsterInfrequent Epic,44.0,ArmorProtective_Forearm,,TQ,mi_e_jackalmanmelee.dbr,b'records\\item\\equipmentarmbandmi_e_jackalmanmelee.dbr'
Arcane Formula ~ Effigy of the Panther,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_la_effigyofthepanther_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulael_la_effigyofthepanther_formula.dbr'
Psionic Projector,Epic,33.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/um_n_002.dbr,b'records\\xpack\\item\\equipmentarmor\\helmum_n_002.dbr'
Ramses' Coil,Epic,20.0,ArmorProtective_Forearm,Ramses' Royal Armor,TQ,us_n_ramses'royalarmor.dbr,"b""records\\item\\equipmentarmbandus_n_ramses'royalarmor.dbr"""
Ichthian Aegis,MonsterInfrequent Normal,22.0,ArmorProtective_UpperBody,,TQ,mi_n_ichthianmelee.dbr,b'records\\item\\equipmentarmormi_n_ichthianmelee.dbr'
Trickster's Tunic,Epic,16.0,ArmorProtective_UpperBody,,TQ,u_n_tricksterstunic.dbr,b'records\\item\\equipmentarmoru_n_tricksterstunic.dbr'
Babylonian Shield,Epic,25.0,WeaponArmor_Shield,Babylonian Raiment,TQ,us_n_babylonianraiment.dbr,b'records\\item\\equipmentshieldus_n_babylonianraiment.dbr'
Armor of the Tempest,Epic,47.0,ArmorProtective_UpperBody,Tempest,TQ,us_e_tempest.dbr,b'records\\item\\equipmentarmorus_e_tempest.dbr'
Teutoburg Tunic,Epic,37.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_n_05.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsou_n_05.dbr'
Demeter's Sorrow,Legendary,53.0,WeaponMelee_Mace,,TQ,u_e_demeter'ssorrow.dbr,"b""records\\item\\equipmentweapon\\clubu_e_demeter'ssorrow.dbr"""
Essence of the Stew of Eldhrimnir,Common,,ItemRelic,,TQ Ragnarok,xpack2/01_act5_stewofeldhrimnir.dbr,b'records\\xpack2\\item\\relics01_act5_stewofeldhrimnir.dbr'
Myrmidon's Legplate,MonsterInfrequent Legendary,70.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_l_formicidmelee02.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_l_formicidmelee02.dbr'
Essence of Archimedes' Mirror,Common,,ItemRelic,,TQ,01_act1_archimedesmirror.dbr,b'records\\item\\relics01_act1_archimedesmirror.dbr'
Coat of the Chosen,MonsterInfrequent Normal,35.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_n_nerthusshaman.dbr'
Legendary Spiny Shell,Common,,ItemCharm,,TQ Immortal Throne,xpack/03_act4_spinyshell.dbr,b'records\\xpack\\item\\charms03_act4_spinyshell.dbr'
Mikros,Epic,20.0,WeaponMelee_Axe,,TQ,u_n_mikros.dbr,b'records\\item\\equipmentweapon\\axeu_n_mikros.dbr'
Breastplate of Morte,Epic,33.0,ArmorProtective_UpperBody,Panoply of the Moirae,TQ Immortal Throne,xpack/us_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\torsous_n_001.dbr'
Tyrfing,Legendary,79.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/u_l_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordu_l_02.dbr'
Prospector Rod,MonsterInfrequent Epic,59.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/mi_e_dvergr.dbr,b'records\\xpack2\\item\\equipmentweapons\\staffmi_e_dvergr.dbr'
Incarnation of the Domain of the Dragon-Kings,Common,,ItemRelic,,TQ,03_act3_dragonkingsdomain.dbr,b'records\\item\\relics03_act3_dragonkingsdomain.dbr'
Outrider's Skullcap,MonsterInfrequent Epic,56.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_e_centaur.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_e_centaur.dbr'
Essence of the Cunning of Odysseus,Common,,ItemRelic,,TQ Immortal Throne,xpack/01_act4_cunningofoddyseus.dbr,b'records\\xpack\\item\\relics01_act4_cunningofoddyseus.dbr'
Dienekes' Iron Boots,Epic,33.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/u_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesu_n_001.dbr'
Pavise Shield,Epic,26.0,WeaponArmor_Shield,,TQ,u_n_paviseshield.dbr,b'records\\item\\equipmentshieldu_n_paviseshield.dbr'
Essence of the Djed of Osiris,Common,,ItemRelic,,TQ,01_act2_djedofosiris.dbr,b'records\\item\\relics01_act2_djedofosiris.dbr'
Staff of the Magi,MonsterInfrequent Epic,34.0,WeaponMagical_Staff,,TQ,mi_e_satyrmage.dbr,b'records\\item\\equipmentweapon\\staffmi_e_satyrmage.dbr'
Warrior's Plate,Epic,49.0,ArmorProtective_UpperBody,Warrior's Panoply,TQ,us_e_warrior'spanoply.dbr,"b""records\\item\\equipmentarmorus_e_warrior'spanoply.dbr"""
The Jackal's Festering Garb,Epic,16.0,ArmorProtective_UpperBody,,TQ,u_n_thejackel'sfesteringgarb.dbr,"b""records\\item\\equipmentarmoru_n_thejackel'sfesteringgarb.dbr"""
The Amazing Artius,Epic,,ItemEquipment,,TQ Immortal Throne,xpack/parchment15.dbr,b'records\\xpack\\item\\parchmentsparchment15.dbr'
Shield of Anguish,Epic,33.0,WeaponArmor_Shield,Panoply of the Moirae,TQ Immortal Throne,xpack/us_n_001.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldus_n_001.dbr'
Bloodborn Leggings,MonsterInfrequent Legendary,71.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_l_melinoemage.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_l_melinoemage.dbr'
Sentinel's Helm,MonsterInfrequent Legendary,64.0,ArmorProtective_Head,,TQ,mi_l_gorgonmelee.dbr,b'records\\item\\equipmenthelmmi_l_gorgonmelee.dbr'
Theseus' Inheritance,Legendary,65.0,WeaponMelee_Sword,,TQ,u_l_theseus'inheritance.dbr,"b""records\\item\\equipmentweapon\\swordu_l_theseus'inheritance.dbr"""
Ravager,Epic,28.0,WeaponMelee_Mace,,TQ,u_n_ravager.dbr,b'records\\item\\equipmentweapon\\clubu_n_ravager.dbr'
Staff of the Chosen,MonsterInfrequent Epic,57.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/mi_e_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentweapons\\staffmi_e_nerthusshaman.dbr'
Epic Pristine Plumage,Common,,ItemCharm,,TQ,02_act1_pristineplumage.dbr,b'records\\item\\animalrelics02_act1_pristineplumage.dbr'
Troll's Cutter,MonsterInfrequent Epic,57.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_e_troll.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordmi_e_troll.dbr'
