Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record,dbr,pack,id
Kuan Ti's Sorrow,Legendary,65.0,WeaponMagical_Staff,,TQ,u_l_kuanti'ssorrow.dbr,records\item\equipmentweapon\staff\u_l_kuanti'ssorrow.dbr,u_l_kuanti'ssorrow.dbr,Original,Kuan_Tis_Sorrow_0
Labyrinthine Shield,Epic,12.0,WeaponArmor_Shield,Labyrinthine Warsuit,TQ,us_n_labyrinthinearmor.dbr,records\item\equipmentshield\us_n_labyrinthinearmor.dbr,us_n_labyrinthinearmor.dbr,Original,Labyrinthine_Shield_0
Nu Ba's Nagamaki,Epic,24.0,WeaponHunting_Spear,,TQ,u_n_nuba'snagamaki.dbr,records\item\equipmentweapon\spear\u_n_nuba'snagamaki.dbr,u_n_nuba'snagamaki.dbr,Original,Nu_Bas_Nagamaki_0
Fervor of Leucetius,Legendary,61.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/u_e_02.dbr,records\xpack2\item\equipmentweapons\axe\u_e_02.dbr,u_e_02.dbr,xpack2,Fervor_of_Leucetius_0
Einherjar's Stand,MonsterInfrequent Normal,37.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_n_einherjar.dbr,records\xpack2\item\equipmentweapons\shield\mi_n_einherjar.dbr,mi_n_einherjar.dbr,xpack2,Einherjars_Stand_2
Witch Doctor's Vestment,MonsterInfrequent Normal,32.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_n_anouranmage.dbr,records\xpack\item\equipmentarmor\torso\mi_n_anouranmage.dbr,mi_n_anouranmage.dbr,xpack,Witch_Doctors_Vestment_1
Bracers of the Firewalker,Epic,42.0,ArmorProtective_Forearm,Firewalker's Suit,TQ,us_e_firewalker'ssuit.dbr,records\item\equipmentarmband\us_e_firewalker'ssuit.dbr,us_e_firewalker'ssuit.dbr,Original,Bracers_of_the_Firewalker_0
Helmet of the Restless King,MonsterInfrequent Epic,58.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_e_draugr.dbr,records\xpack2\item\equipmentarmor\helm\mi_e_draugr.dbr,mi_e_draugr.dbr,xpack2,Helmet_of_the_Restless_King_0
Enforcer's Cuirass,MonsterInfrequent Legendary,60.0,ArmorProtective_UpperBody,,TQ,mi_l_boarman.dbr,records\item\equipmentarmor\mi_l_boarman.dbr,mi_l_boarman.dbr,Original,Enforcers_Cuirass_0
Bracelet of Prophecy,Epic,33.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/um_n_001.dbr,records\xpack\item\equipmentarmor\armband\um_n_001.dbr,um_n_001.dbr,xpack,Bracelet_of_Prophecy_0
Legendary Viny Growth,Common,,ItemCharm,,TQ,03_act3_vinygrowth.dbr,records\item\animalrelics\03_act3_vinygrowth.dbr,03_act3_vinygrowth.dbr,Original,Legendary_Viny_Growth_0
Shield of Skuld,Legendary,61.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_e_02.dbr,records\xpack2\item\equipmentweapons\shield\u_e_02.dbr,u_e_02.dbr,xpack2,Shield_of_Skuld_0
Bonecaster Shawl,MonsterInfrequent Legendary,76.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_l_trollmage.dbr,records\xpack2\item\equipmentarmor\torso\mi_l_trollmage.dbr,mi_l_trollmage.dbr,xpack2,Bonecaster_Shawl_1
Breastplate of the Minotaur,MonsterInfrequent Epic,43.0,ArmorProtective_UpperBody,,TQ,mi_e_minotaur.dbr,records\item\equipmentarmor\mi_e_minotaur.dbr,mi_e_minotaur.dbr,Original,Breastplate_of_the_Minotaur_2
Warchief's Garb,MonsterInfrequent Normal,25.0,ArmorProtective_UpperBody,,TQ,mi_n_yerren.dbr,records\item\equipmentarmor\mi_n_yerren.dbr,mi_n_yerren.dbr,Original,Warchiefs_Garb_1
Arcane Formula ~ Raven's Shadow,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_ravensshadow_formula.dbr,records\xpack\item\artifacts\arcaneformulae\e_la_ravensshadow_formula.dbr,e_la_ravensshadow_formula.dbr,xpack,Arcane_Formula_~_Ravens_Shadow_0
Touch of Nyx,Legendary,75.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_l_08.dbr,records\xpack2\item\equipmentweapons\1hranged\u_l_08.dbr,u_l_08.dbr,xpack2,Touch_of_Nyx_0
Alala,MonsterInfrequent Epic,56.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_e_machaemelee.dbr,records\xpack\item\equipmentarmor\helm\mi_e_machaemelee.dbr,mi_e_machaemelee.dbr,xpack,Alala_2
Praxidikae,Legendary,75.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/u_l_001.dbr,records\xpack\item\equipmentweapons\staff\u_l_001.dbr,u_l_001.dbr,xpack,Praxidikae_0
Brennus' Armbands,Epic,38.0,ArmorProtective_Forearm,Brennus' Pride,TQ Ragnarok,xpack2/us_n_brennus.dbr,records\xpack2\item\equipmentarmor\armband\us_n_brennus.dbr,us_n_brennus.dbr,xpack2,Brennus_Armbands_0
Embodiment of Donar's Hammer,Common,,ItemRelic,,TQ Ragnarok,xpack2/02_act5_donarshammer.dbr,records\xpack2\item\relics\02_act5_donarshammer.dbr,02_act5_donarshammer.dbr,xpack2,Embodiment_of_Donars_Hammer_0
Deathweaver's Armplates,MonsterInfrequent Normal,9.0,ArmorProtective_Forearm,,TQ,mi_n_arachnos.dbr,records\item\equipmentarmband\mi_n_arachnos.dbr,mi_n_arachnos.dbr,Original,Deathweavers_Armplates_1
Epic Hydradon Hide,Common,,ItemCharm,,TQ Immortal Throne,xpack/02_act4_hydradonhide.dbr,records\xpack\item\charms\02_act4_hydradonhide.dbr,02_act4_hydradonhide.dbr,xpack,Epic_Hydradon_Hide_0
Iris' Scintillating Robes,Legendary,65.0,ArmorProtective_UpperBody,,TQ,um_l_iris'scintillatingrobes.dbr,records\item\equipmentarmor\um_l_iris'scintillatingrobes.dbr,um_l_iris'scintillatingrobes.dbr,Original,Iris_Scintillating_Robes_0
Embodiment of the Valor of Achilles,Common,,ItemRelic,,TQ,02_act1_valorofachilles.dbr,records\item\relics\02_act1_valorofachilles.dbr,02_act1_valorofachilles.dbr,Original,Embodiment_of_the_Valor_of_Achilles_0
Boots of the Valkyrie,MonsterInfrequent Legendary,78.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_valkyrie.dbr,records\xpack2\item\equipmentarmor\greaves\mi_l_valkyrie.dbr,mi_l_valkyrie.dbr,xpack2,Boots_of_the_Valkyrie_2
Star of Ishtar,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_starofishtar.dbr,records\xpack\item\artifacts\l_da_starofishtar.dbr,l_da_starofishtar.dbr,xpack,Star_of_Ishtar_0
Santa's Hat,Epic,50.0,ArmorProtective_Head,Santa's Garb,TQ Immortal Throne,xpack/z_santa01.dbr,records\xpack\item\equipmentarmor\helm\z_santa01.dbr,z_santa01.dbr,xpack,Santas_Hat_0
Trapper's Spear,MonsterInfrequent Normal,4.0,WeaponHunting_Spear,,TQ,mi_n_centaurtrapper.dbr,records\item\equipmentweapon\spear\mi_n_centaurtrapper.dbr,mi_n_centaurtrapper.dbr,Original,Trappers_Spear_1
Tricorne Hat,Epic,50.0,ArmorProtective_Head,Buccaneer's Garb,TQ Immortal Throne,xpack/z_pirate01.dbr,records\xpack\item\equipmentarmor\helm\z_pirate01.dbr,z_pirate01.dbr,xpack,Tricorne_Hat_0
Bone Bracers,Legendary,53.0,ArmorProtective_Forearm,Bone Armor,TQ,us_e_bonearmor.dbr,records\item\equipmentarmband\us_e_bonearmor.dbr,us_e_bonearmor.dbr,Original,Bone_Bracers_0
Letter to Mummy,Epic,,ItemEquipment,,TQ Immortal Throne,xpack/parchment16.dbr,records\xpack\item\parchments\parchment16.dbr,parchment16.dbr,xpack,Letter_to_Mummy_0
Schlilsh's Skinner,MonsterInfrequent Normal,30.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/mi_n_anouran.dbr,records\xpack\item\equipmentweapons\sword\mi_n_anouran.dbr,mi_n_anouran.dbr,xpack,Schlilshs_Skinner_1
Shaman's Headdress,MonsterInfrequent Legendary,70.0,ArmorProtective_Head,,TQ,mi_l_neanderthalmage.dbr,records\item\equipmenthelm\mi_l_neanderthalmage.dbr,mi_l_neanderthalmage.dbr,Original,Shamans_Headdress_1
Shield of the Goutai,Epic,37.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_n_02.dbr,records\xpack2\item\equipmentweapons\shield\u_n_02.dbr,u_n_02.dbr,xpack2,Shield_of_the_Goutai_0
Robes of Erebus,Epic,33.0,ArmorProtective_UpperBody,Vestments of Erebus,TQ Immortal Throne,xpack/usm_n_001.dbr,records\xpack\item\equipmentarmor\torso\usm_n_001.dbr,usm_n_001.dbr,xpack,Robes_of_Erebus_0
Bow of the Nymph,Epic,38.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/u_n_01.dbr,records\xpack2\item\equipmentweapons\bow\u_n_01.dbr,u_n_01.dbr,xpack2,Bow_of_the_Nymph_0
Ironwood Staff,Epic,39.0,WeaponMagical_Staff,,TQ,u_e_ironwoodstaff.dbr,records\item\equipmentweapon\staff\u_e_ironwoodstaff.dbr,u_e_ironwoodstaff.dbr,Original,Ironwood_Staff_0
Oedipus Armor,Epic,16.0,ArmorProtective_UpperBody,,TQ,u_n_oedipus'armor.dbr,records\item\equipmentarmor\u_n_oedipus'armor.dbr,u_n_oedipus'armor.dbr,Original,Oedipus_Armor_0
Einherjar's Line,MonsterInfrequent Epic,59.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_e_einherjar.dbr,records\xpack2\item\equipmentweapons\spear\mi_e_einherjar.dbr,mi_e_einherjar.dbr,xpack2,Einherjars_Line_2
Peng Claw,Common,,ItemCharm,,TQ,01_act3_pengclaw.dbr,records\item\animalrelics\01_act3_pengclaw.dbr,01_act3_pengclaw.dbr,Original,Peng_Claw_0
Demonic Rippers,MonsterInfrequent Normal,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_n_machae.dbr,records\xpack2\item\equipmentweapons\1hranged\mi_n_machae.dbr,mi_n_machae.dbr,xpack2,Demonic_Rippers_2
Mbuti's Advocate,MonsterInfrequent Epic,53.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/mi_e_anouran.dbr,records\xpack\item\equipmentweapons\spear\mi_e_anouran.dbr,mi_e_anouran.dbr,xpack,Mbutis_Advocate_1
Arcane Formula ~ Star of Ishtar,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_da_starofishtar_formula.dbr,records\xpack\item\artifacts\arcaneformulae\l_da_starofishtar_formula.dbr,l_da_starofishtar_formula.dbr,xpack,Arcane_Formula_~_Star_of_Ishtar_0
Wyrmskin Harness,Legendary,65.0,ArmorProtective_UpperBody,,TQ,u_l_wyrmskinharness.dbr,records\item\equipmentarmor\u_l_wyrmskinharness.dbr,u_l_wyrmskinharness.dbr,Original,Wyrmskin_Harness_0
Obolus,Epic,33.0,ArmorJewelry_Amulet,,TQ Immortal Throne,xpack/u_n_001.dbr,records\xpack\item\equipmentarmor\amulet\u_n_001.dbr,u_n_001.dbr,xpack,Obolus_0
Goldbristle,Legendary,77.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/u_l_02.dbr,records\xpack2\item\equipmentweapons\staff\u_l_02.dbr,u_l_02.dbr,xpack2,Goldbristle_0
Coat of the Chosen,MonsterInfrequent Epic,57.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_e_nerthusshaman.dbr,records\xpack2\item\equipmentarmor\torso\mi_e_nerthusshaman.dbr,mi_e_nerthusshaman.dbr,xpack2,Coat_of_the_Chosen_2
Bone Bow,MonsterInfrequent Epic,58.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/mi_e_draugr.dbr,records\xpack2\item\equipmentweapons\bow\mi_e_draugr.dbr,mi_e_draugr.dbr,xpack2,Bone_Bow_2
Deep Sea Trident,MonsterInfrequent Epic,56.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_e_merfolk.dbr,records\xpack2\item\equipmentweapons\spear\mi_e_merfolk.dbr,mi_e_merfolk.dbr,xpack2,Deep_Sea_Trident_1
Shiva's Companion,Epic,47.0,WeaponMagical_Staff,,TQ,u_e_shiva'scompanion.dbr,records\item\equipmentweapon\staff\u_e_shiva'scompanion.dbr,u_e_shiva'scompanion.dbr,Original,Shivas_Companion_0
Epic Lupine Claw,Common,,ItemCharm,,TQ,02_act2_lupineclaw.dbr,records\item\animalrelics\02_act2_lupineclaw.dbr,02_act2_lupineclaw.dbr,Original,Epic_Lupine_Claw_0
Agamemnon's Scepter,Legendary,65.0,WeaponMelee_Mace,,TQ,u_l_agamemnon'sscepter.dbr,records\item\equipmentweapon\club\u_l_agamemnon'sscepter.dbr,u_l_agamemnon'sscepter.dbr,Original,Agamemnons_Scepter_0
Batrachos Greaves,MonsterInfrequent Epic,55.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_anouranmelee.dbr,records\xpack\item\equipmentarmor\greaves\mi_e_anouranmelee.dbr,mi_e_anouranmelee.dbr,xpack,Batrachos_Greaves_0
Shield of the Fiery Legion,Legendary,75.0,WeaponArmor_Shield,Armament of the Fiery Legion,TQ Immortal Throne,xpack/us_l_001.dbr,records\xpack\item\equipmentweapons\shield\us_l_001.dbr,us_l_001.dbr,xpack,Shield_of_the_Fiery_Legion_0
Sacred Crescent Shield,Epic,26.0,WeaponArmor_Shield,,TQ,u_n_sacredcrescentshield.dbr,records\item\equipmentshield\u_n_sacredcrescentshield.dbr,u_n_sacredcrescentshield.dbr,Original,Sacred_Crescent_Shield_0
Essence of the Monkey King's Trickery,Common,,ItemRelic,,TQ,01_act3_monkeykingstrickery.dbr,records\item\relics\01_act3_monkeykingstrickery.dbr,01_act3_monkeykingstrickery.dbr,Original,Essence_of_the_Monkey_Kings_Trickery_0
Witch Doctor's Vestment,MonsterInfrequent Epic,55.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_e_anouranmage.dbr,records\xpack\item\equipmentarmor\torso\mi_e_anouranmage.dbr,mi_e_anouranmage.dbr,xpack,Witch_Doctors_Vestment_2
Gaze of Carnus,Legendary,70.0,ArmorProtective_Head,Raiment of Carnus,TQ Immortal Throne,xpack/usm_l_002.dbr,records\xpack\item\equipmentarmor\helm\usm_l_002.dbr,usm_l_002.dbr,xpack,Gaze_of_Carnus_0
Lazarus Helm,Epic,24.0,ArmorProtective_Head,Lazarus Armor,TQ,us_n_lazarusarmor.dbr,records\item\equipmenthelm\us_n_lazarusarmor.dbr,us_n_lazarusarmor.dbr,Original,Lazarus_Helm_0
Reaver Helm,Epic,37.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_n_04.dbr,records\xpack2\item\equipmentarmor\helm\u_n_04.dbr,u_n_04.dbr,xpack2,Reaver_Helm_0
Ceremonial Bracers,MonsterInfrequent Epic,44.0,ArmorProtective_Forearm,,TQ,mi_e_mummy.dbr,records\item\equipmentarmband\mi_e_mummy.dbr,mi_e_mummy.dbr,Original,Ceremonial_Bracers_1
Sakur-Aba,Legendary,75.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/u_l_002.dbr,records\xpack\item\equipmentweapons\staff\u_l_002.dbr,u_l_002.dbr,xpack,Sakur_Aba_0
Thracian Cuirass,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_thraciancuirass.dbr,records\item\equipmentarmor\u_e_thraciancuirass.dbr,u_e_thraciancuirass.dbr,Original,Thracian_Cuirass_0
Shroud of Eirene,Legendary,65.0,ArmorProtective_UpperBody,,TQ,u_l_shroudofeirene.dbr,records\item\equipmentarmor\u_l_shroudofeirene.dbr,u_l_shroudofeirene.dbr,Original,Shroud_of_Eirene_0
Arcane Formula ~ Conqueror's Mark,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_ga_conquerorsmark_formula.dbr,records\xpack\item\artifacts\arcaneformulae\l_ga_conquerorsmark_formula.dbr,l_ga_conquerorsmark_formula.dbr,xpack,Arcane_Formula_~_Conquerors_Mark_0
Ker's Fetish,MonsterInfrequent Legendary,71.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/mi_l_keres.dbr,records\xpack\item\equipmentweapons\staff\mi_l_keres.dbr,mi_l_keres.dbr,xpack,Kers_Fetish_2
Skullcrusher,Epic,49.0,WeaponMelee_Mace,,TQ,u_e_skullcrusher.dbr,records\item\equipmentweapon\club\u_e_skullcrusher.dbr,u_e_skullcrusher.dbr,Original,Skullcrusher_0
The Night Mistress's Corselet,MonsterInfrequent Epic,57.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_e_empusamage.dbr,records\xpack\item\equipmentarmor\torso\mi_e_empusamage.dbr,mi_e_empusamage.dbr,xpack,The_Night_Mistresss_Corselet_1
Shaman's Adornment,MonsterInfrequent Epic,49.0,ArmorProtective_UpperBody,,TQ,mi_e_neanderthalmage.dbr,records\item\equipmentarmor\mi_e_neanderthalmage.dbr,mi_e_neanderthalmage.dbr,Original,Shamans_Adornment_2
Bai Hu's Coronal,MonsterInfrequent Normal,25.0,ArmorProtective_Head,,TQ,mi_n_tigermanmage.dbr,records\item\equipmenthelm\mi_n_tigermanmage.dbr,mi_n_tigermanmage.dbr,Original,Bai_Hus_Coronal_1
Bow of the Nile,Epic,20.0,WeaponHunting_Bow,,TQ,u_n_bowofthenile.dbr,records\item\equipmentweapon\bow\u_n_bowofthenile.dbr,u_n_bowofthenile.dbr,Original,Bow_of_the_Nile_0
Blue Dragon's Scales,Epic,24.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_n_08.dbr,records\xpack2\item\equipmentweapons\1hranged\u_n_08.dbr,u_n_08.dbr,xpack2,Blue_Dragons_Scales_0
Amulet of Morpheus,Legendary,69.0,ArmorJewelry_Amulet,,TQ Immortal Throne,xpack/u_l_003.dbr,records\xpack\item\equipmentarmor\amulet\u_l_003.dbr,u_l_003.dbr,xpack,Amulet_of_Morpheus_0
Guards of the Deep,MonsterInfrequent Legendary,77.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_fjordmage.dbr,records\xpack2\item\equipmentarmor\greaves\mi_l_fjordmage.dbr,mi_l_fjordmage.dbr,xpack2,Guards_of_the_Deep_2
Sun Disc,Legendary,50.0,WeaponArmor_Shield,,TQ,u_e_sundisc.dbr,records\item\equipmentshield\u_e_sundisc.dbr,u_e_sundisc.dbr,Original,Sun_Disc_0
Jaguar Claws,MonsterInfrequent Normal,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_n_maenad.dbr,records\xpack2\item\equipmentweapons\1hranged\mi_n_maenad.dbr,mi_n_maenad.dbr,xpack2,Jaguar_Claws_2
Stonebinder's Crown,MonsterInfrequent Normal,12.0,ArmorProtective_Head,,TQ,mi_n_gorgonarcher.dbr,records\item\equipmenthelm\mi_n_gorgonarcher.dbr,mi_n_gorgonarcher.dbr,Original,Stonebinders_Crown_1
Adept's Mantle,Epic,49.0,ArmorProtective_UpperBody,Adept's Regalia,TQ,usm_e_adept'sregalia.dbr,records\item\equipmentarmor\usm_e_adept'sregalia.dbr,usm_e_adept'sregalia.dbr,Original,Adepts_Mantle_0
Legendary Demon's Blood,Common,,ItemCharm,,TQ,03_multacts_demonsblood.dbr,records\item\animalrelics\03_multacts_demonsblood.dbr,03_multacts_demonsblood.dbr,Original,Legendary_Demons_Blood_0
Stonebinder's Crown,MonsterInfrequent Epic,45.0,ArmorProtective_Head,,TQ,mi_e_gorgonarcher.dbr,records\item\equipmenthelm\mi_e_gorgonarcher.dbr,mi_e_gorgonarcher.dbr,Original,Stonebinders_Crown_2
Incarnation of the Monkey King's Trickery,Common,,ItemRelic,,TQ,03_act3_monkeykingstrickery.dbr,records\item\relics\03_act3_monkeykingstrickery.dbr,03_act3_monkeykingstrickery.dbr,Original,Incarnation_of_the_Monkey_Kings_Trickery_0
Arcane Formula ~ Talisman of the Jade Emperor,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_da_talismanofthejadeemperor_formula.dbr,records\xpack\item\artifacts\arcaneformulae\l_da_talismanofthejadeemperor_formula.dbr,l_da_talismanofthejadeemperor_formula.dbr,xpack,Arcane_Formula_~_Talisman_of_the_Jade_Emperor_0
Proioxis,MonsterInfrequent Normal,32.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_n_machaemelee.dbr,records\xpack\item\equipmentarmor\greaves\mi_n_machaemelee.dbr,mi_n_machaemelee.dbr,xpack,Proioxis_2
Poseidon's Helm,Legendary,70.0,ArmorProtective_Head,Armament of Poseidon,TQ Immortal Throne,xpack/us_l_002.dbr,records\xpack\item\equipmentarmor\helm\us_l_002.dbr,us_l_002.dbr,xpack,Poseidons_Helm_0
Storm Eye,Epic,8.0,ArmorJewelry_Ring,,TQ,u_n_stormeye.dbr,records\item\equipmentring\u_n_stormeye.dbr,u_n_stormeye.dbr,Original,Storm_Eye_0
Phorkos' Trident,Legendary,53.0,WeaponHunting_Spear,,TQ,u_e_phorkos'trident.dbr,records\item\equipmentweapon\spear\u_e_phorkos'trident.dbr,u_e_phorkos'trident.dbr,Original,Phorkos_Trident_0
Kar'tak's Journal,Epic,,ItemEquipment,,TQ Immortal Throne,xpack/parchment02.dbr,records\xpack\item\parchments\parchment02.dbr,parchment02.dbr,xpack,Kartaks_Journal_0
Ichthian Harpoon,MonsterInfrequent Epic,48.0,WeaponHunting_Spear,,TQ,mi_e_ichthianmelee.dbr,records\item\equipmentweapon\spear\mi_e_ichthianmelee.dbr,mi_e_ichthianmelee.dbr,Original,Ichthian_Harpoon_1
Kiss of Lethe,Epic,33.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/u_n_002.dbr,records\xpack\item\equipmentweapons\club\u_n_002.dbr,u_n_002.dbr,xpack,Kiss_of_Lethe_0
Bat Fang,Common,,ItemCharm,,TQ,01_act1_batfang.dbr,records\item\animalrelics\01_act1_batfang.dbr,01_act1_batfang.dbr,Original,Bat_Fang_0
Archon's Judgment,Legendary,53.0,WeaponMagical_Staff,,TQ,u_e_archon'sjudgement.dbr,records\item\equipmentweapon\staff\u_e_archon'sjudgement.dbr,u_e_archon'sjudgement.dbr,Original,Archons_Judgment_0
Einherjar's Fate,MonsterInfrequent Normal,37.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_n_einherjar.dbr,records\xpack2\item\equipmentweapons\sword\mi_n_einherjar.dbr,mi_n_einherjar.dbr,xpack2,Einherjars_Fate_2
Harness of Cernunnos,Legendary,77.0,ArmorProtective_UpperBody,Guise of the Horned God,TQ Ragnarok,xpack2/us_l_hornedgod.dbr,records\xpack2\item\equipmentarmor\torso\us_l_hornedgod.dbr,us_l_hornedgod.dbr,xpack2,Harness_of_Cernunnos_0
Icescale Armor,MonsterInfrequent Epic,58.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_e_fjordmelee.dbr,records\xpack2\item\equipmentarmor\torso\mi_e_fjordmelee.dbr,mi_e_fjordmelee.dbr,xpack2,Icescale_Armor_2
Memnon's Aegis,Epic,39.0,ArmorProtective_UpperBody,Memnon's Raiment,TQ,us_e_memnon'sraiment.dbr,records\item\equipmentarmor\us_e_memnon'sraiment.dbr,us_e_memnon'sraiment.dbr,Original,Memnons_Aegis_0
Khthonion Razor,MonsterInfrequent Legendary,72.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/mi_l_melinoe.dbr,records\xpack\item\equipmentweapons\sword\mi_l_melinoe.dbr,mi_l_melinoe.dbr,xpack,Khthonion_Razor_1
Essence of the Blade of Thanatos,Common,,ItemRelic,,TQ Immortal Throne,xpack/01_act4_bladeofthanatos.dbr,records\xpack\item\relics\01_act4_bladeofthanatos.dbr,01_act4_bladeofthanatos.dbr,xpack,Essence_of_the_Blade_of_Thanatos_0
Sword of the Glauberg Prince,Epic,38.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/u_n_04.dbr,records\xpack2\item\equipmentweapons\sword\u_n_04.dbr,u_n_04.dbr,xpack2,Sword_of_the_Glauberg_Prince_0
The Sword in the Stone,Legendary,77.0,WeaponMelee_Mace,,TQ Ragnarok,xpack2/z_stonesword.dbr,records\xpack2\item\equipmentweapons\club\z_stonesword.dbr,z_stonesword.dbr,xpack2,The_Sword_in_the_Stone_0
Report from the Front,Epic,,ItemEquipment,,TQ Immortal Throne,xpack/parchment14.dbr,records\xpack\item\parchments\parchment14.dbr,parchment14.dbr,xpack,Report_from_the_Front_0
Effigy of Skyfire,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_ga_effigyofskyfire.dbr,records\xpack\item\artifacts\e_ga_effigyofskyfire.dbr,e_ga_effigyofskyfire.dbr,xpack,Effigy_of_Skyfire_0
Blackbeard's Coat,Epic,50.0,ArmorProtective_UpperBody,Buccaneer's Garb,TQ Immortal Throne,xpack/z_pirate01.dbr,records\xpack\item\equipmentarmor\torso\z_pirate01.dbr,z_pirate01.dbr,xpack,Blackbeards_Coat_0
Vagabond's Shirt,MonsterInfrequent Legendary,67.0,ArmorProtective_UpperBody,,TQ,mi_l_ratmanmelee.dbr,records\item\equipmentarmor\mi_l_ratmanmelee.dbr,mi_l_ratmanmelee.dbr,Original,Vagabonds_Shirt_0
Rungu,Epic,20.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_n_06.dbr,records\xpack2\item\equipmentweapons\1hranged\u_n_06.dbr,u_n_06.dbr,xpack2,Rungu_0
Alcyoneus’ Legplates,MonsterInfrequent Legendary,72.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_l_gigantesmelee02.dbr,records\xpack\item\equipmentarmor\greaves\mi_l_gigantesmelee02.dbr,mi_l_gigantesmelee02.dbr,xpack,Alcyoneus’_Legplates_1
Legendary Cold Essence,Common,,ItemCharm,,TQ Ragnarok,xpack2/03_act5_coldessence.dbr,records\xpack2\item\charms\03_act5_coldessence.dbr,03_act5_coldessence.dbr,xpack2,Legendary_Cold_Essence_0
Embodiment of Wodan's Wisdom,Common,,ItemRelic,,TQ Ragnarok,xpack2/02_act5_wodanswisdom.dbr,records\xpack2\item\relics\02_act5_wodanswisdom.dbr,02_act5_wodanswisdom.dbr,xpack2,Embodiment_of_Wodans_Wisdom_0
Hunter's Greaves,Epic,49.0,ArmorProtective_LowerBody,Hunter's Armor,TQ,us_e_hunter'sarmor.dbr,records\item\equipmentgreaves\us_e_hunter'sarmor.dbr,us_e_hunter'sarmor.dbr,Original,Hunters_Greaves_0
Essence of the Shade of Hector,Common,,ItemRelic,,TQ Immortal Throne,xpack/01_act4_shadeofhektor.dbr,records\xpack\item\relics\01_act4_shadeofhektor.dbr,01_act4_shadeofhektor.dbr,xpack,Essence_of_the_Shade_of_Hector_0
Jackal's Wristguard,MonsterInfrequent Legendary,63.0,ArmorProtective_Forearm,,TQ,mi_l_jackalmanmelee.dbr,records\item\equipmentarmband\mi_l_jackalmanmelee.dbr,mi_l_jackalmanmelee.dbr,Original,Jackals_Wristguard_1
Himingbjorg Bow,Epic,38.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/u_n_02.dbr,records\xpack2\item\equipmentweapons\bow\u_n_02.dbr,u_n_02.dbr,xpack2,Himingbjorg_Bow_0
Blackbeard's Hook,Epic,50.0,ArmorProtective_Forearm,Buccaneer's Garb,TQ Immortal Throne,xpack/z_pirate01.dbr,records\xpack\item\equipmentarmor\armband\z_pirate01.dbr,z_pirate01.dbr,xpack,Blackbeards_Hook_0
