,Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record
1295,Incarnation of Archimedes' Mirror,Common,,ItemRelic,,TQ,03_act1_archimedesmirror.dbr,b'records\\item\\relics03_act1_archimedesmirror.dbr'
1296,Arcane Formula ~ Poseidon's Net,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_da_poseidonsnet_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_da_poseidonsnet_formula.dbr'
1297,Artemis' Silver Bow,Legendary,68.0,WeaponHunting_Bow,,TQ,u_l_artemis'silverbow.dbr,"b""records\\item\\equipmentweapon\\bowu_l_artemis'silverbow.dbr"""
1298,Anendjib's Spear,Epic,45.0,WeaponHunting_Spear,,TQ,u_e_anendjib'sspear.dbr,"b""records\\item\\equipmentweapon\\spearu_e_anendjib'sspear.dbr"""
1299,Bow of Artio,Epic,61.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/u_e_01.dbr,b'records\\xpack2\\item\\equipmentweapons\\bowu_e_01.dbr'
1300,Raiment of Logos,Legendary,55.0,ArmorProtective_UpperBody,,TQ,um_e_raimentoflogos.dbr,b'records\\item\\equipmentarmorum_e_raimentoflogos.dbr'
1301,Embodiment of the Ankh of Isis,Common,,ItemRelic,,TQ,02_act2_ankhofisis.dbr,b'records\\item\\relics02_act2_ankhofisis.dbr'
1302,The Rat's Pack,MonsterInfrequent Normal,24.0,ArmorProtective_UpperBody,,TQ,mi_n_ratmanchampion.dbr,b'records\\item\\equipmentarmormi_n_ratmanchampion.dbr'
1303,Wraps of the Chosen,MonsterInfrequent Legendary,76.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_l_nerthusshaman.dbr'
1304,Bone Crusher,Legendary,77.0,WeaponMelee_Mace,,TQ Ragnarok,xpack2/u_l_03.dbr,b'records\\xpack2\\item\\equipmentweapons\\clubu_l_03.dbr'
1305,Bandit's Hood,Epic,12.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/furhood.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmfurhood.dbr'
1306,Havoc,Epic,28.0,WeaponMelee_Axe,,TQ,u_n_havoc.dbr,b'records\\item\\equipmentweapon\\axeu_n_havoc.dbr'
1307,Umbral Cuffs,Epic,47.0,ArmorProtective_Forearm,Umbral Raiment,TQ,usm_e_umbralraiment.dbr,b'records\\item\\equipmentarmbandusm_e_umbralraiment.dbr'
1308,Ochetos Staff,Epic,16.0,WeaponMagical_Staff,,TQ,u_n_ochetosstaff.dbr,b'records\\item\\equipmentweapon\\staffu_n_ochetosstaff.dbr'
1309,Qa'a,Epic,45.0,WeaponMagical_Staff,,TQ,u_e_qa'a.dbr,"b""records\\item\\equipmentweapon\\staffu_e_qa'a.dbr"""
1310,Embodiment of Guan-Yu's Grace,Common,,ItemRelic,,TQ,02_act3_guanyusgrace.dbr,b'records\\item\\relics02_act3_guanyusgrace.dbr'
1311,The Bulwark,Epic,36.0,WeaponArmor_Shield,The Acropolis,TQ,us_e_theacropolis.dbr,b'records\\item\\equipmentshieldus_e_theacropolis.dbr'
1312,Dvergr Runestones,MonsterInfrequent Epic,59.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_e_dvergr.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_e_dvergr.dbr'
1313,Sword of the Zhou,Epic,49.0,WeaponMelee_Sword,,TQ,u_e_swordofthezhou.dbr,b'records\\item\\equipmentweapon\\swordu_e_swordofthezhou.dbr'
1314,Darkseer,Epic,33.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/um_n_003.dbr,b'records\\xpack\\item\\equipmentarmor\\torsoum_n_003.dbr'
1315,Touch of the Fool,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_touchofthefool.dbr,b'records\\xpack\\item\\artifactsn_la_touchofthefool.dbr'
1316,Fu Xi's Bindings,Epic,49.0,ArmorProtective_LowerBody,Legend of Fu Xi,TQ,us_e_legendoffuxi.dbr,b'records\\item\\equipmentgreavesus_e_legendoffuxi.dbr'
1317,Embodiment of the Cunning of Odysseus,Common,,ItemRelic,,TQ Immortal Throne,xpack/02_act4_cunningofoddyseus.dbr,b'records\\xpack\\item\\relics02_act4_cunningofoddyseus.dbr'
1318,The Rat's Hat,MonsterInfrequent Legendary,69.0,ArmorProtective_Head,,TQ,mi_l_ratmanchampion.dbr,b'records\\item\\equipmenthelmmi_l_ratmanchampion.dbr'
1319,Stonebinder's Sash,MonsterInfrequent Legendary,61.0,ArmorProtective_UpperBody,,TQ,mi_l_gorgonarcher.dbr,b'records\\item\\equipmentarmormi_l_gorgonarcher.dbr'
1320,Arcane Formula ~ Tome of Transfiguration,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_tomeoftransfiguration_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_la_tomeoftransfiguration_formula.dbr'
1321,Stheno's Wisdom,MonsterInfrequent Epic,46.0,ArmorProtective_Head,,TQ,mi_e_gorgon.dbr,b'records\\item\\equipmenthelmmi_e_gorgon.dbr'
1322,Guards of the Restless King,MonsterInfrequent Legendary,77.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_draugr.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_l_draugr.dbr'
1323,Razorback Harness,MonsterInfrequent Epic,49.0,ArmorProtective_UpperBody,,TQ,mi_e_dragonian.dbr,b'records\\item\\equipmentarmormi_e_dragonian.dbr'
1324,Charm of the Magi,MonsterInfrequent Normal,5.0,ArmorProtective_Forearm,,TQ,mi_n_satyrmage.dbr,b'records\\item\\equipmentarmbandmi_n_satyrmage.dbr'
1325,Arcane Formula ~ Demeter's Bounty,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_da_demetersbounty_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_da_demetersbounty_formula.dbr'
1326,Hood of the Chosen,MonsterInfrequent Normal,35.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_n_nerthusshaman.dbr'
1327,Phonoi,MonsterInfrequent Normal,32.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/mi_n_machae.dbr,b'records\\xpack\\item\\equipmentweapons\\axemi_n_machae.dbr'
1328,Fury of the Three Amazons,Legendary,68.0,WeaponHunting_Spear,,TQ,u_l_furyofthethreeamazons.dbr,b'records\\item\\equipmentweapon\\spearu_l_furyofthethreeamazons.dbr'
1329,Zhanlu,Legendary,68.0,WeaponMelee_Sword,,TQ,u_l_zhanlu.dbr,b'records\\item\\equipmentweapon\\swordu_l_zhanlu.dbr'
1330,Wellspring,Epic,8.0,ArmorJewelry_Amulet,,TQ,u_n_wellspring.dbr,b'records\\item\\equipmentamuletu_n_wellspring.dbr'
1331,Leafsong,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_leafsong.dbr,b'records\\xpack\\item\\artifactsn_la_leafsong.dbr'
1332,Incarnation of Cernunnos' Majesty,Common,,ItemRelic,,TQ Ragnarok,xpack2/03_act5_cernunnosmajesty.dbr,b'records\\xpack2\\item\\relics03_act5_cernunnosmajesty.dbr'
1333,Arcane Formula ~ Pale Moon,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_la_palemoon_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaen_la_palemoon_formula.dbr'
1334,Thracian Ring,Epic,37.0,ArmorJewelry_Ring,,TQ Ragnarok,xpack2/u_n_003.dbr,b'records\\xpack2\\item\\equipmentarmor\\ringu_n_003.dbr'
1335,Blessing of the Gods,Legendary,50.0,ArmorJewelry_Amulet,,TQ,u_e_blessingofthegods.dbr,b'records\\item\\equipmentamuletu_e_blessingofthegods.dbr'
1336,Peak of Leucutius,Epic,61.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_e_06.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmu_e_06.dbr'
1337,Abyssal Bracers,Legendary,65.0,ArmorProtective_Forearm,Abyssal Armor,TQ,us_l_abyssalarmor.dbr,b'records\\item\\equipmentarmbandus_l_abyssalarmor.dbr'
1338,Icescale Bracers,MonsterInfrequent Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_l_fjordmelee.dbr'
1339,Fleshreaver,Epic,42.0,WeaponMelee_Axe,,TQ,u_e_fleshreaver.dbr,b'records\\item\\equipmentweapon\\axeu_e_fleshreaver.dbr'
1340,Bear Rider's Bracers,MonsterInfrequent Legendary,78.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_yerren.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_l_yerren.dbr'
1341,Armor of Achilles,Legendary,68.0,ArmorProtective_UpperBody,Patroclus' Disguise,TQ,u_l_armorofachilles.dbr,b'records\\item\\equipmentarmoru_l_armorofachilles.dbr'
1342,Theogenes' Onslaught,Legendary,53.0,WeaponMelee_Axe,,TQ,u_e_theogenes'onslaught.dbr,"b""records\\item\\equipmentweapon\\axeu_e_theogenes'onslaught.dbr"""
1343,Glorybringer,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_ga_doxakalo.dbr,b'records\\xpack\\item\\artifactsl_ga_doxakalo.dbr'
1344,Essence of Hermes' Sandal,Common,,ItemRelic,,TQ,01_act1_hermessandal.dbr,b'records\\item\\relics01_act1_hermessandal.dbr'
1345,Nomad's Hunting Bow,Epic,20.0,WeaponHunting_Bow,,TQ,u_n_nomad'shuntingbow.dbr,"b""records\\item\\equipmentweapon\\bowu_n_nomad'shuntingbow.dbr"""
1346,Turtle Shell,Common,,ItemCharm,,TQ,01_act1_turtleshell.dbr,b'records\\item\\animalrelics01_act1_turtleshell.dbr'
1347,Prowler's Legguards,MonsterInfrequent Epic,52.0,ArmorProtective_LowerBody,,TQ,mi_e_tigermanmelee.dbr,b'records\\item\\equipmentgreavesmi_e_tigermanmelee.dbr'
1348,Bandari's Helm,MonsterInfrequent Legendary,71.0,ArmorProtective_Head,,TQ,mi_l_bandari.dbr,b'records\\item\\equipmenthelmmi_l_bandari.dbr'
1349,Santa's Cane,Epic,50.0,WeaponMelee_Mace,Santa's Garb,TQ Immortal Throne,xpack/z_santa01.dbr,b'records\\xpack\\item\\equipmentweapons\\clubz_santa01.dbr'
1350,Trunks of Mogon,Legendary,63.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/u_e_01.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesu_e_01.dbr'
1351,Torc of Lochar Moss,Epic,37.0,ArmorJewelry_Amulet,,TQ Ragnarok,xpack2/u_n_003.dbr,b'records\\xpack2\\item\\equipmentarmor\\amuletu_n_003.dbr'
1352,Inexorable Grip of Tartarus,Legendary,65.0,ArmorProtective_Forearm,Eternal Ward of Tartarus,TQ,us_l_eternalwardoftartarus.dbr,b'records\\item\\equipmentarmbandus_l_eternalwardoftartarus.dbr'
1353,Elemental Deflector,Epic,39.0,WeaponArmor_Shield,,TQ,u_e_elementaldeflector.dbr,b'records\\item\\equipmentshieldu_e_elementaldeflector.dbr'
1354,Nathus' Bane,Epic,47.0,ArmorProtective_Forearm,,TQ,um_e_nathus'bane.dbr,"b""records\\item\\equipmentarmbandum_e_nathus'bane.dbr"""
1355,Bonebreaker Mail,MonsterInfrequent Normal,35.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_troll.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_n_troll.dbr'
1356,Soldier's Chitin,MonsterInfrequent Epic,56.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_e_formicidmelee01.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_e_formicidmelee01.dbr'
1357,Marduk's Tablet of Destiny,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_mardukstabletofdestiny.dbr,b'records\\xpack\\item\\artifactsl_da_mardukstabletofdestiny.dbr'
1358,Tylderon's Breastplate,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_tylderonsbreastplate.dbr,b'records\\item\\equipmentarmoru_e_tylderonsbreastplate.dbr'
1359,Tear of Ymir,Epic,38.0,WeaponMelee_Mace,,TQ Ragnarok,xpack2/u_n_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\clubu_n_02.dbr'
1360,Lar,MonsterInfrequent Epic,57.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_troglodytemelee.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_e_troglodytemelee.dbr'
1361,Seidhmadr Wraps,Epic,37.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/u_n_02.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesu_n_02.dbr'
1362,Incarnation of Hermes' Sandal,Common,,ItemRelic,,TQ,03_act1_hermessandal.dbr,b'records\\item\\relics03_act1_hermessandal.dbr'
1363,Gloves of the Allfather,Legendary,79.0,ArmorProtective_Forearm,Raiments of Wodan,TQ Ragnarok,xpack2/usm_l_allfather.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandusm_l_allfather.dbr'
1364,Spear of the Dryads,Legendary,75.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/u_l_001.dbr,b'records\\xpack\\item\\equipmentweapons\\spearu_l_001.dbr'
1365,Priest's Hood,Epic,48.0,ArmorProtective_Head,,TQ,um_e_priest'shood.dbr,"b""records\\item\\equipmenthelmum_e_priest'shood.dbr"""
1366,Triton Armor,MonsterInfrequent Epic,56.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_e_merfolk.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_e_merfolk.dbr'
1367,Bai Hu's Mantle,MonsterInfrequent Normal,25.0,ArmorProtective_UpperBody,,TQ,mi_n_tigermanmage.dbr,b'records\\item\\equipmentarmormi_n_tigermanmage.dbr'
1368,Huo Qubing's Armguards,Legendary,65.0,ArmorProtective_Forearm,Huo Qubing's Relics,TQ,us_l_huoqubing'srelics.dbr,"b""records\\item\\equipmentarmbandus_l_huoqubing'srelics.dbr"""
1369,Emberseal,Epic,39.0,WeaponMagical_Staff,,TQ,u_e_emberseal.dbr,b'records\\item\\equipmentweapon\\staffu_e_emberseal.dbr'
1370,Sentinel's Armbands,MonsterInfrequent Legendary,61.0,ArmorProtective_Forearm,,TQ,mi_l_gorgonmelee.dbr,b'records\\item\\equipmentarmbandmi_l_gorgonmelee.dbr'
1371,Shieldmaiden's Belt,Epic,38.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_n_04.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsou_n_04.dbr'
1372,Vestment of Thom the Mad,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_vestmentofthomthemad.dbr,b'records\\item\\equipmentarmoru_e_vestmentofthomthemad.dbr'
1373,Bandari's Corselet,MonsterInfrequent Legendary,68.0,ArmorProtective_UpperBody,,TQ,mi_l_bandari.dbr,b'records\\item\\equipmentarmormi_l_bandari.dbr'
1374,Nebuchadnezzar's Greaves,Epic,47.0,ArmorProtective_LowerBody,,TQ,u_e_nebuchadnezzar'sgreaves.dbr,"b""records\\item\\equipmentgreavesu_e_nebuchadnezzar'sgreaves.dbr"""
1375,Jaguar Claws,MonsterInfrequent Legendary,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_l_maenad.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_l_maenad.dbr'
1376,Alcyoneus’ Legplates,MonsterInfrequent Epic,59.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_gigantesmelee02.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_e_gigantesmelee02.dbr'
1377,Incarnation of the Aegis of Athena,Common,,ItemRelic,,TQ,03_act1_aegisofathena.dbr,b'records\\item\\relics03_act1_aegisofathena.dbr'
1378,Spectral Warbow,Epic,42.0,WeaponHunting_Bow,,TQ,u_e_spectralwarbow.dbr,b'records\\item\\equipmentweapon\\bowu_e_spectralwarbow.dbr'
1379,Menelaus' Grip,Epic,59.0,ArmorProtective_Forearm,Atreidae,TQ Immortal Throne,xpack/us_e_001.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandus_e_001.dbr'
1380,Fist of the Fiery Legion,Legendary,75.0,WeaponMelee_Mace,Armament of the Fiery Legion,TQ Immortal Throne,xpack/us_l_001.dbr,b'records\\xpack\\item\\equipmentweapons\\clubus_l_001.dbr'
1381,Witch Doctor's Bracelet,MonsterInfrequent Epic,55.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_anouranmage.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_e_anouranmage.dbr'
1382,Robes of Sidiros Loros,Legendary,65.0,ArmorProtective_UpperBody,,TQ,um_l_robesofsidirosloros.dbr,b'records\\item\\equipmentarmorum_l_robesofsidirosloros.dbr'
1383,Kuan Ti's Sorrow,Legendary,65.0,WeaponMagical_Staff,,TQ,u_l_kuanti'ssorrow.dbr,"b""records\\item\\equipmentweapon\\staffu_l_kuanti'ssorrow.dbr"""
1384,Labyrinthine Shield,Epic,12.0,WeaponArmor_Shield,Labyrinthine Warsuit,TQ,us_n_labyrinthinearmor.dbr,b'records\\item\\equipmentshieldus_n_labyrinthinearmor.dbr'
1385,Nu Ba's Nagamaki,Epic,24.0,WeaponHunting_Spear,,TQ,u_n_nuba'snagamaki.dbr,"b""records\\item\\equipmentweapon\\spearu_n_nuba'snagamaki.dbr"""
1386,Fervor of Leucetius,Legendary,61.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/u_e_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\axeu_e_02.dbr'
1387,Einherjar's Stand,MonsterInfrequent Normal,37.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_n_einherjar.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldmi_n_einherjar.dbr'
1388,Witch Doctor's Vestment,MonsterInfrequent Normal,32.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_n_anouranmage.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_n_anouranmage.dbr'
1389,Bracers of the Firewalker,Epic,42.0,ArmorProtective_Forearm,Firewalker's Suit,TQ,us_e_firewalker'ssuit.dbr,"b""records\\item\\equipmentarmbandus_e_firewalker'ssuit.dbr"""
1390,Helmet of the Restless King,MonsterInfrequent Epic,58.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_e_draugr.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_e_draugr.dbr'
1391,Enforcer's Cuirass,MonsterInfrequent Legendary,60.0,ArmorProtective_UpperBody,,TQ,mi_l_boarman.dbr,b'records\\item\\equipmentarmormi_l_boarman.dbr'
1392,Bracelet of Prophecy,Epic,33.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/um_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandum_n_001.dbr'
1393,Legendary Viny Growth,Common,,ItemCharm,,TQ,03_act3_vinygrowth.dbr,b'records\\item\\animalrelics03_act3_vinygrowth.dbr'
1394,Shield of Skuld,Legendary,61.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_e_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldu_e_02.dbr'
1395,Bonecaster Shawl,MonsterInfrequent Legendary,76.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_l_trollmage.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_l_trollmage.dbr'
1396,Breastplate of the Minotaur,MonsterInfrequent Epic,43.0,ArmorProtective_UpperBody,,TQ,mi_e_minotaur.dbr,b'records\\item\\equipmentarmormi_e_minotaur.dbr'
1397,Warchief's Garb,MonsterInfrequent Normal,25.0,ArmorProtective_UpperBody,,TQ,mi_n_yerren.dbr,b'records\\item\\equipmentarmormi_n_yerren.dbr'
1398,Arcane Formula ~ Raven's Shadow,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_ravensshadow_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_la_ravensshadow_formula.dbr'
1399,Touch of Nyx,Legendary,75.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_l_08.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_l_08.dbr'
1400,Alala,MonsterInfrequent Epic,56.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_e_machaemelee.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_e_machaemelee.dbr'
1401,Praxidikae,Legendary,75.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/u_l_001.dbr,b'records\\xpack\\item\\equipmentweapons\\staffu_l_001.dbr'
1402,Brennus' Armbands,Epic,38.0,ArmorProtective_Forearm,Brennus' Pride,TQ Ragnarok,xpack2/us_n_brennus.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandus_n_brennus.dbr'
1403,Embodiment of Donar's Hammer,Common,,ItemRelic,,TQ Ragnarok,xpack2/02_act5_donarshammer.dbr,b'records\\xpack2\\item\\relics02_act5_donarshammer.dbr'
1404,Deathweaver's Armplates,MonsterInfrequent Normal,9.0,ArmorProtective_Forearm,,TQ,mi_n_arachnos.dbr,b'records\\item\\equipmentarmbandmi_n_arachnos.dbr'
1405,Epic Hydradon Hide,Common,,ItemCharm,,TQ Immortal Throne,xpack/02_act4_hydradonhide.dbr,b'records\\xpack\\item\\charms02_act4_hydradonhide.dbr'
1406,Iris' Scintillating Robes,Legendary,65.0,ArmorProtective_UpperBody,,TQ,um_l_iris'scintillatingrobes.dbr,"b""records\\item\\equipmentarmorum_l_iris'scintillatingrobes.dbr"""
1407,Embodiment of the Valor of Achilles,Common,,ItemRelic,,TQ,02_act1_valorofachilles.dbr,b'records\\item\\relics02_act1_valorofachilles.dbr'
1408,Boots of the Valkyrie,MonsterInfrequent Legendary,78.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_valkyrie.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_l_valkyrie.dbr'
1409,Star of Ishtar,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_starofishtar.dbr,b'records\\xpack\\item\\artifactsl_da_starofishtar.dbr'
1410,Santa's Hat,Epic,50.0,ArmorProtective_Head,Santa's Garb,TQ Immortal Throne,xpack/z_santa01.dbr,b'records\\xpack\\item\\equipmentarmor\\helmz_santa01.dbr'
1411,Trapper's Spear,MonsterInfrequent Normal,4.0,WeaponHunting_Spear,,TQ,mi_n_centaurtrapper.dbr,b'records\\item\\equipmentweapon\\spearmi_n_centaurtrapper.dbr'
1412,Tricorne Hat,Epic,50.0,ArmorProtective_Head,Buccaneer's Garb,TQ Immortal Throne,xpack/z_pirate01.dbr,b'records\\xpack\\item\\equipmentarmor\\helmz_pirate01.dbr'
1413,Bone Bracers,Legendary,53.0,ArmorProtective_Forearm,Bone Armor,TQ,us_e_bonearmor.dbr,b'records\\item\\equipmentarmbandus_e_bonearmor.dbr'
1414,Letter to Mummy,Epic,,ItemEquipment,,TQ Immortal Throne,xpack/parchment16.dbr,b'records\\xpack\\item\\parchmentsparchment16.dbr'
1415,Schlilsh's Skinner,MonsterInfrequent Normal,30.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/mi_n_anouran.dbr,b'records\\xpack\\item\\equipmentweapons\\swordmi_n_anouran.dbr'
1416,Shaman's Headdress,MonsterInfrequent Legendary,70.0,ArmorProtective_Head,,TQ,mi_l_neanderthalmage.dbr,b'records\\item\\equipmenthelmmi_l_neanderthalmage.dbr'
1417,Shield of the Goutai,Epic,37.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_n_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldu_n_02.dbr'
1418,Robes of Erebus,Epic,33.0,ArmorProtective_UpperBody,Vestments of Erebus,TQ Immortal Throne,xpack/usm_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\torsousm_n_001.dbr'
1419,Bow of the Nymph,Epic,38.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/u_n_01.dbr,b'records\\xpack2\\item\\equipmentweapons\\bowu_n_01.dbr'
1420,Ironwood Staff,Epic,39.0,WeaponMagical_Staff,,TQ,u_e_ironwoodstaff.dbr,b'records\\item\\equipmentweapon\\staffu_e_ironwoodstaff.dbr'
1421,Oedipus Armor,Epic,16.0,ArmorProtective_UpperBody,,TQ,u_n_oedipus'armor.dbr,"b""records\\item\\equipmentarmoru_n_oedipus'armor.dbr"""
1422,Einherjar's Line,MonsterInfrequent Epic,59.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_e_einherjar.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearmi_e_einherjar.dbr'
1423,Peng Claw,Common,,ItemCharm,,TQ,01_act3_pengclaw.dbr,b'records\\item\\animalrelics01_act3_pengclaw.dbr'
1424,Demonic Rippers,MonsterInfrequent Normal,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_n_machae.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_n_machae.dbr'
1425,Mbuti's Advocate,MonsterInfrequent Epic,53.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/mi_e_anouran.dbr,b'records\\xpack\\item\\equipmentweapons\\spearmi_e_anouran.dbr'
1426,Arcane Formula ~ Star of Ishtar,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_da_starofishtar_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulael_da_starofishtar_formula.dbr'
1427,Wyrmskin Harness,Legendary,65.0,ArmorProtective_UpperBody,,TQ,u_l_wyrmskinharness.dbr,b'records\\item\\equipmentarmoru_l_wyrmskinharness.dbr'
1428,Obolus,Epic,33.0,ArmorJewelry_Amulet,,TQ Immortal Throne,xpack/u_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\amuletu_n_001.dbr'
1429,Goldbristle,Legendary,77.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/u_l_02.dbr,b'records\\xpack2\\item\\equipmentweapons\\staffu_l_02.dbr'
1430,Coat of the Chosen,MonsterInfrequent Epic,57.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_e_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_e_nerthusshaman.dbr'
1431,Bone Bow,MonsterInfrequent Epic,58.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/mi_e_draugr.dbr,b'records\\xpack2\\item\\equipmentweapons\\bowmi_e_draugr.dbr'
1432,Deep Sea Trident,MonsterInfrequent Epic,56.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_e_merfolk.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearmi_e_merfolk.dbr'
1433,Shiva's Companion,Epic,47.0,WeaponMagical_Staff,,TQ,u_e_shiva'scompanion.dbr,"b""records\\item\\equipmentweapon\\staffu_e_shiva'scompanion.dbr"""
1434,Epic Lupine Claw,Common,,ItemCharm,,TQ,02_act2_lupineclaw.dbr,b'records\\item\\animalrelics02_act2_lupineclaw.dbr'
1435,Agamemnon's Scepter,Legendary,65.0,WeaponMelee_Mace,,TQ,u_l_agamemnon'sscepter.dbr,"b""records\\item\\equipmentweapon\\clubu_l_agamemnon'sscepter.dbr"""
