record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,id,Quality
records\item\equipmenthelm\us_l_alexander'spanoply.dbr,tagUArmor216,False,False,False,@level06$: @amount07$,Helm,ArmorProtective_Head,Original,us_l_alexanderspanoply_Helm_Original,Alexander's Plumed Helm,Alexanders_Plumed_Helm_0,
records\item\equipmentshield\us_l_alexander'spanoply.dbr,tagUWeapon061,False,False,False,@level06$: @amount07$,Shield,WeaponArmor_Shield,Original,us_l_alexanderspanoply_Shield_Original,Alexander's Pelta,Alexanders_Pelta_0,
records\item\equipmentweapon\spear\us_l_alexander'spanoply.dbr,tagUWeapon236,False,False,False,@level06$: @amount07$,Spear,WeaponHunting_Spear,Original,us_l_alexanderspanoply_Spear_Original,Alexander's Spear,Alexanders_Spear_0,
records\item\equipmentarmband\usm_l_archmage'sregalia.dbr,tagUArmor067,False,False,False,@level06$: @amount07$,Armbands,ArmorProtective_Forearm,Original,usm_l_archmagesregalia_Armbands_Original,Archmage's Clasp,Archmages_Clasp_0,
records\item\equipmentarmor\usm_l_archmage'sregalia.dbr,tagUArmor400,False,False,False,@level06$: @amount07$,Armor,ArmorProtective_UpperBody,Original,usm_l_archmagesregalia_Armor_Original,Archmage's Mantle,Archmages_Mantle_0,
records\item\equipmentgreaves\usm_l_archmage'sregalia.dbr,tagUArmor184,False,False,False,@level06$: @amount07$,Greaves,ArmorProtective_LowerBody,Original,usm_l_archmagesregalia_Greaves_Original,Archmage's Leggings,Archmages_Leggings_0,
records\item\equipmenthelm\usm_l_archmage'sregalia.dbr,tagUArmor252,False,False,False,@level06$: @amount07$,Helm,ArmorProtective_Head,Original,usm_l_archmagesregalia_Helm_Original,Archmage's Diadem,Archmages_Diadem_0,
records\item\equipmentarmband\us_l_assassin'scover.dbr,tagUArmor124,False,False,False,@level06$: @amount07$,Armbands,ArmorProtective_Forearm,Original,us_l_assassinscover_Armbands_Original,Assassin's Bracers,Assassins_Bracers_0,
records\item\equipmentarmor\us_l_assassin'scover.dbr,tagUArmor379,False,False,False,@level06$: @amount07$,Armor,ArmorProtective_UpperBody,Original,us_l_assassinscover_Armor_Original,Assassin's Harness,Assassins_Harness_0,
records\item\equipmentgreaves\us_l_assassin'scover.dbr,tagUArmor166,False,False,False,@level06$: @amount07$,Greaves,ArmorProtective_LowerBody,Original,us_l_assassinscover_Greaves_Original,Assassin's Greaves,Assassins_Greaves_0,
records\item\equipmenthelm\us_l_assassin'scover.dbr,tagUArmor231,False,False,False,@level06$: @amount07$,Helm,ArmorProtective_Head,Original,us_l_assassinscover_Helm_Original,Assassin's Shroud,Assassins_Shroud_0,
records\item\equipmentweapon\axe\us_l_baneofmessia01.dbr,tagUWeapon107,False,False,False,@level06$: @amount07$,Axe,WeaponMelee_Axe,Original,us_l_baneofmessia01_Axe_Original,Scylla,Scylla_0,
records\item\equipmentweapon\axe\us_l_baneofmessia02.dbr,tagUWeapon108,False,False,False,@level06$: @amount07$,Axe,WeaponMelee_Axe,Original,us_l_baneofmessia02_Axe_Original,Charybdis,Charybdis_0,
records\item\equipmentarmband\us_e_bonearmor.dbr,tagUArmor112,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armbands,ArmorProtective_Forearm,Original,us_e_bonearmor_Armbands_Original,Bone Bracers,Bone_Bracers_0,
records\item\equipmentarmor\us_e_bonearmor.dbr,tagUArmor367,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armor,ArmorProtective_UpperBody,Original,us_e_bonearmor_Armor_Original,Bone Breastplate,Bone_Breastplate_0,
records\item\equipmentgreaves\us_e_bonearmor.dbr,tagUArmor155,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Greaves,ArmorProtective_LowerBody,Original,us_e_bonearmor_Greaves_Original,Bone Greaves,Bone_Greaves_0,
records\item\equipmenthelm\us_e_bonearmor.dbr,tagUArmor220,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Helm,ArmorProtective_Head,Original,us_e_bonearmor_Helm_Original,Bone Helm,Bone_Helm_0,
records\item\equipmentarmband\us_l_childrenofares.dbr,tagUArmor125,False,False,False,@level06$: @amount07$,Armbands,ArmorProtective_Forearm,Original,us_l_childrenofares_Armbands_Original,Phobos,Phobos_0,
records\item\equipmentshield\us_l_childrenofares.dbr,tagUWeapon066,False,False,False,@level06$: @amount07$,Shield,WeaponArmor_Shield,Original,us_l_childrenofares_Shield_Original,Deimos,Deimos_0,
records\item\equipmentweapon\sword\us_l_childrenofares.dbr,tagUWeapon321,False,False,False,@level06$: @amount07$,Sword,WeaponMelee_Sword,Original,us_l_childrenofares_Sword_Original,Kydoimos,Kydoimos_0,
records\item\equipmentarmband\us_l_conqueror'spanoply.dbr,tagUArmor126,False,False,False,@level06$: @amount07$,Armbands,ArmorProtective_Forearm,Original,us_l_conquerorspanoply_Armbands_Original,Conqueror's Bracers,Conquerors_Bracers_0,
records\item\equipmentarmor\us_l_conqueror'spanoply.dbr,tagUArmor380,False,False,False,@level06$: @amount07$,Armor,ArmorProtective_UpperBody,Original,us_l_conquerorspanoply_Armor_Original,Conqueror's Plate,Conquerors_Plate_0,
records\item\equipmentgreaves\us_l_conqueror'spanoply.dbr,tagUArmor167,False,False,False,@level06$: @amount07$,Greaves,ArmorProtective_LowerBody,Original,us_l_conquerorspanoply_Greaves_Original,Conqueror's Buskin,Conquerors_Buskin_0,
records\item\equipmenthelm\us_l_conqueror'spanoply.dbr,tagUArmor232,False,False,False,@level06$: @amount07$,Helm,ArmorProtective_Head,Original,us_l_conquerorspanoply_Helm_Original,Conqueror's Brain-cage,Conquerors_Brain_cage_0,
records\item\equipmentarmband\us_e_crystallinearray.dbr,tagUArmor113,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armbands,ArmorProtective_Forearm,Original,us_e_crystallinearray_Armbands_Original,Crystalline Bracers,Crystalline_Bracers_0,
records\item\equipmentarmor\us_e_crystallinearray.dbr,tagUArmor368,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armor,ArmorProtective_UpperBody,Original,us_e_crystallinearray_Armor_Original,Crystalline Armor,Crystalline_Armor_0,
records\item\equipmentgreaves\us_e_crystallinearray.dbr,tagUArmor156,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Greaves,ArmorProtective_LowerBody,Original,us_e_crystallinearray_Greaves_Original,Crystalline Greaves,Crystalline_Greaves_0,
records\item\equipmenthelm\us_e_crystallinearray.dbr,tagUArmor221,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Helm,ArmorProtective_Head,Original,us_e_crystallinearray_Helm_Original,Crystalline Helm,Crystalline_Helm_0,
records\item\equipmentweapon\sword\us_e_crystallinearray.dbr,tagUWeapon319,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Sword,WeaponMelee_Sword,Original,us_e_crystallinearray_Sword_Original,Rimescythe,Rimescythe_0,
records\item\equipmentarmband\us_l_eternalwardoftartarus.dbr,tagUArmor409,False,False,False,@level06$: @amount07$,Armbands,ArmorProtective_Forearm,Original,us_l_eternalwardoftartarus_Armbands_Original,Inexorable Grip of Tartarus,Inexorable_Grip_of_Tartarus_0,
records\item\equipmentarmor\us_l_eternalwardoftartarus.dbr,tagUArmor407,False,False,False,@level06$: @amount07$,Armor,ArmorProtective_UpperBody,Original,us_l_eternalwardoftartarus_Armor_Original,Black Cage of Tartarus,Black_Cage_of_Tartarus_0,
records\item\equipmentgreaves\us_l_eternalwardoftartarus.dbr,tagUArmor410,False,False,False,@level06$: @amount07$,Greaves,ArmorProtective_LowerBody,Original,us_l_eternalwardoftartarus_Greaves_Original,Unyielding Shackles of Tartarus,Unyielding_Shackles_of_Tartarus_0,
records\item\equipmenthelm\us_l_eternalwardoftartarus.dbr,tagUArmor408,False,False,False,@level06$: @amount07$,Helm,ArmorProtective_Head,Original,us_l_eternalwardoftartarus_Helm_Original,Dark Justice of Tartarus,Dark_Justice_of_Tartarus_0,
records\item\equipmentring\us_e_gladiator'screed01.dbr,tagUArmor032,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Ring,ArmorJewelry_Ring,Original,us_e_gladiatorscreed01_Ring_Original,Alke,Alke_0,
records\item\equipmentring\us_e_gladiator'screed02.dbr,tagUArmor033,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Ring,ArmorJewelry_Ring,Original,us_e_gladiatorscreed02_Ring_Original,Timaios,Timaios_0,
records\item\equipmentarmband\us_l_huoqubing'srelics.dbr,tagUArmor127,False,False,False,@level06$: @act03$,Armbands,ArmorProtective_Forearm,Original,us_l_huoqubingsrelics_Armbands_Original,Huo Qubing's Armguards,Huo_Qubings_Armguards_0,
records\item\equipmentarmor\us_l_huoqubing'srelics.dbr,tagUArmor381,False,False,False,@level06$: @act03$,Armor,ArmorProtective_UpperBody,Original,us_l_huoqubingsrelics_Armor_Original,Huo Qubing's Cuirass,Huo_Qubings_Cuirass_0,
records\item\equipmentgreaves\us_l_huoqubing'srelics.dbr,tagUArmor168,False,False,False,@level06$: @act03$,Greaves,ArmorProtective_LowerBody,Original,us_l_huoqubingsrelics_Greaves_Original,Huo Qubing's Greaves,Huo_Qubings_Greaves_0,
records\item\equipmenthelm\us_l_huoqubing'srelics.dbr,tagUArmor233,False,False,False,@level06$: @act03$,Helm,ArmorProtective_Head,Original,us_l_huoqubingsrelics_Helm_Original,Huo Qubing's Helm,Huo_Qubings_Helm_0,
records\item\equipmentweapon\sword\us_l_huoqubing'srelics.dbr,tagUWeapon322,False,False,False,@level06$: @act03$,Sword,WeaponMelee_Sword,Original,us_l_huoqubingsrelics_Sword_Original,Huo Qubing's Ceremonial Blade,Huo_Qubings_Ceremonial_Blade_0,
records\item\equipmentarmband\us_l_nemeanlionhide.dbr,tagUArmor128,False,False,False,@level06$: @amount07$,Armbands,ArmorProtective_Forearm,Original,us_l_nemeanlionhide_Armbands_Original,Bracers of the Nemean Lion,Bracers_of_the_Nemean_Lion_0,
records\item\equipmentarmor\us_l_nemeanlionhide.dbr,tagUArmor383,False,False,False,@level06$: @amount07$,Armor,ArmorProtective_UpperBody,Original,us_l_nemeanlionhide_Armor_Original,Pelt of the Nemean Lion,Pelt_of_the_Nemean_Lion_0,
records\item\equipmentgreaves\us_l_neameanlionhide.dbr,tagUArmor170,False,False,False,@level06$: @amount07$,Greaves,ArmorProtective_LowerBody,Original,us_l_neameanlionhide_Greaves_Original,Greaves of the Nemean Lion,Greaves_of_the_Nemean_Lion_0,
records\item\equipmenthelm\us_l_nemeanlionhide.dbr,tagUArmor235,False,False,False,@level06$: @amount07$,Helm,ArmorProtective_Head,Original,us_l_nemeanlionhide_Helm_Original,Helm of the Nemean Lion,Helm_of_the_Nemean_Lion_0,
records\item\equipmentarmband\us_l_tracker'sarmor.dbr,tagUArmor129,False,False,False,@level06$: @amount07$,Armbands,ArmorProtective_Forearm,Original,us_l_trackersarmor_Armbands_Original,Tracker's Gloves,Trackers_Gloves_0,
records\item\equipmentarmor\us_l_tracker'sarmor.dbr,tagUArmor384,False,False,False,@level06$: @amount07$,Armor,ArmorProtective_UpperBody,Original,us_l_trackersarmor_Armor_Original,Tracker's Armor,Trackers_Armor_0,
records\item\equipmentgreaves\us_l_tracker'sarmor.dbr,tagUArmor171,False,False,False,@level06$: @amount07$,Greaves,ArmorProtective_LowerBody,Original,us_l_trackersarmor_Greaves_Original,Tracker's Leg Guard,Trackers_Leg_Guard_0,
records\item\equipmenthelm\us_l_tracker'sarmor.dbr,tagUArmor236,False,False,False,@level06$: @amount07$,Helm,ArmorProtective_Head,Original,us_l_trackersarmor_Helm_Original,Tracker's Hood,Trackers_Hood_0,
records\item\equipmentarmband\usm_e_vestmentsofthebattlemage.dbr,tagUArmor119,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armbands,ArmorProtective_Forearm,Original,usm_e_vestmentsofthebattlemage_Armbands_Original,Battlemage Bracers,Battlemage_Bracers_0,
records\item\equipmentarmor\usm_e_vestmentsofthebattlemage.dbr,tagUArmor399,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armor,ArmorProtective_UpperBody,Original,usm_e_vestmentsofthebattlemage_Armor_Original,Battlemage Robe,Battlemage_Robe_0,
records\item\equipmentgreaves\usm_e_vestmentsofthebattlemage.dbr,tagUArmor183,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Greaves,ArmorProtective_LowerBody,Original,usm_e_vestmentsofthebattlemage_Greaves_Original,Battlemage Greaves,Battlemage_Greaves_0,
records\item\equipmenthelm\usm_e_vestmentsofthebattlemage.dbr,tagUArmor251,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Helm,ArmorProtective_Head,Original,usm_e_vestmentsofthebattlemage_Helm_Original,Battlemage Circlet,Battlemage_Circlet_0,
records\item\equipmentring\u_e_thoth'smark.dbr,tagUArmor014,False,False,False,"@level05$: @act02$, @level06$: @act02$",Ring,ArmorJewelry_Ring,Original,u_e_thothsmark_Ring_Original,Thoth's Mark,Thoths_Mark_0,
records\item\equipmentarmor\u_l_thoth'sshadow.dbr,tagUArmor305,False,False,False,@level06$: @act02$,Armor,ArmorProtective_UpperBody,Original,u_l_thothsshadow_Armor_Original,Thoth's Shadow,Thoths_Shadow_0,
records\item\equipmenthelm\u_l_hector'sflashinghelm.dbr,tagUArmorFix1,False,False,False,@level06$,Helm,ArmorProtective_Head,Original,u_l_hectorsflashinghelm_Helm_Original,Hector's Flashing Helm,Hectors_Flashing_Helm_0,
records\item\equipmentshield\u_l_hectorsshimmeringshield.dbr,tagUWeapon033,False,False,False,@level06$: @amount07$,Shield,WeaponArmor_Shield,Original,u_l_hectorsshimmeringshield_Shield_Original,Hector's Shimmering Shield,Hectors_Shimmering_Shield_0,
records\item\equipmentweapon\spear\u_e_hector'sspear.dbr,tagUWeapon201,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Spear,WeaponHunting_Spear,Original,u_e_hectorsspear_Spear_Original,Hector's Spear,Hectors_Spear_0,
records\item\equipmentarmor\u_l_armorofachilles.dbr,tagUArmor293,False,False,False,@level06$: @amount07$,Armor,ArmorProtective_UpperBody,Original,u_l_armorofachilles_Armor_Original,Armor of Achilles,Armor_of_Achilles_0,
records\item\equipmentshield\u_l_achilles'shield.dbr,tagUWeapon025,False,False,False,@level06$: @amount07$,Shield,WeaponArmor_Shield,Original,u_l_achillesshield_Shield_Original,Achilles' Shield,Achilles_Shield_0,
records\item\equipmentweapon\spear\u_l_achilles'spear.dbr,tagUWeapon214,False,False,False,@level06$: @amount07$,Spear,WeaponHunting_Spear,Original,u_l_achillesspear_Spear_Original,Achilles' Spear,Achilles_Spear_0,
records\item\equipmentamulet\u_l_blackpearlpendant.dbr,tagUArmor090,False,False,False,@level06$: @act01$,Amulet,ArmorJewelry_Amulet,Original,u_l_blackpearlpendant_Amulet_Original,Black Pearl Pendant,Black_Pearl_Pendant_0,
records\item\equipmentring\u_l_blackpearlring.dbr,tagUArmor018,False,False,False,@level06$: @act01$,Ring,ArmorJewelry_Ring,Original,u_l_blackpearlring_Ring_Original,Black Pearl Ring,Black_Pearl_Ring_0,
records\item\equipmentarmband\um_l_blackpearlbracelet.dbr,tagUArmor050,False,False,False,@level06$: @act01$,Armbands,ArmorProtective_Forearm,Original,um_l_blackpearlbracelet_Armbands_Original,Black Pearl Bracelet,Black_Pearl_Bracelet_0,
records\xpack\item\equipmentarmor\armband\u_l_001.dbr,xtagUArmor058,True,False,False,@level06$: @act04$,Armbands,ArmorProtective_Forearm,xpack,u_l_001_Armbands_xpack,Bracers of the Argonauts,Bracers_of_the_Argonauts_0,
records\xpack\item\equipmentarmor\greaves\u_l_002.dbr,xtagUArmor086,True,False,False,@level06$: @act04$,Greaves,ArmorProtective_LowerBody,xpack,u_l_002_Greaves_xpack,Greaves of the Argonauts,Greaves_of_the_Argonauts_0,
records\item\equipmentweapon\club\u_l_handofhephaestus.dbr,tagUWeapon171,False,False,False,@level06$: @amount07$,Mace,WeaponMelee_Mace,Original,u_l_handofhephaestus_Mace_Original,Hand of Hephaestus,Hand_of_Hephaestus_0,
records\item\equipmentshield\u_l_hephaestus'moltenshield.dbr,tagUWeapon034,False,False,False,@level06$: @amount07$,Shield,WeaponArmor_Shield,Original,u_l_hephaestusmoltenshield_Shield_Original,Hephaestus' Molten Shield,Hephaestus_Molten_Shield_0,
records\item\equipmentring\u_l_sealofhephaestus.dbr,tagUArmor021,False,False,False,@level06$: @amount07$,Ring,ArmorJewelry_Ring,Original,u_l_sealofhephaestus_Ring_Original,Seal of Hephaestus,Seal_of_Hephaestus_0,
records\xpack\item\equipmentweapons\shield\z_france01.dbr,xtagUWeapon010,True,False,False,via Unlock Code,Shield,WeaponArmor_Shield,xpack,z_france01_Shield_xpack,,z_france01_Shield_xpack,
records\xpack\item\equipmentweapons\axe\z_france01.dbr,xtagUWeapon024,True,False,False,via Unlock Code,Axe,WeaponMelee_Axe,xpack,z_france01_Axe_xpack,,z_france01_Axe_xpack,
records\xpack\item\equipmentweapons\club\z_germany01.dbr,xtagUWeapon055,True,False,False,via Unlock Code,Mace,WeaponMelee_Mace,xpack,z_germany01_Mace_xpack,,z_germany01_Mace_xpack,
records\xpack\item\equipmentweapons\shield\z_germany01.dbr,xtagUWeapon009,True,False,False,via Unlock Code,Shield,WeaponArmor_Shield,xpack,z_germany01_Shield_xpack,,z_germany01_Shield_xpack,
records\xpack\item\equipmentarmor\greaves\us_l_002.dbr,xtagUArmor100,True,False,False,@level06$: @act04$,Greaves,ArmorProtective_LowerBody,xpack,us_l_002_Greaves_xpack,Poseidon's Greaves,Poseidons_Greaves_0,
records\xpack\item\equipmentarmor\helm\us_l_002.dbr,xtagUArmor125,True,False,False,@level06$: @act04$,Helm,ArmorProtective_Head,xpack,us_l_002_Helm_xpack,Poseidon's Helm,Poseidons_Helm_0,
records\xpack\item\equipmentarmor\torso\us_l_002.dbr,xtagUArmor047,True,False,False,@level06$: @act04$,Armor,ArmorProtective_UpperBody,xpack,us_l_002_Armor_xpack,Poseidon's Cuirass,Poseidons_Cuirass_0,
records\xpack\item\equipmentweapons\spear\us_l_002.dbr,xtagUWeapon068,True,False,False,@level06$: @act04$,Spear,WeaponHunting_Spear,xpack,us_l_002_Spear_xpack,The Earth-Shaker,The_Earth_Shaker_0,
records\xpack\item\equipmentarmor\armband\us_l_001.dbr,xtagUArmor068,True,False,False,@level06$: @act04$,Armbands,ArmorProtective_Forearm,xpack,us_l_001_Armbands_xpack,Legionnaire's Gauntlets,Legionnaires_Gauntlets_0,
records\xpack\item\equipmentarmor\greaves\us_l_001.dbr,xtagUArmor096,True,False,False,@level06$: @act04$,Greaves,ArmorProtective_LowerBody,xpack,us_l_001_Greaves_xpack,Legionnaire's Buskin,Legionnaires_Buskin_0,
records\xpack\item\equipmentarmor\helm\us_l_001.dbr,xtagUArmor120,True,False,False,@level06$: @act04$,Helm,ArmorProtective_Head,xpack,us_l_001_Helm_xpack,Legionnaire's Visor,Legionnaires_Visor_0,
records\xpack\item\equipmentarmor\torso\us_l_001.dbr,xtagUArmor042,True,False,False,@level06$: @act04$,Armor,ArmorProtective_UpperBody,xpack,us_l_001_Armor_xpack,Legionnaire's Breastplate,Legionnaires_Breastplate_0,
records\xpack\item\equipmentweapons\club\us_l_001.dbr,xtagUWeapon052,True,False,False,@level06$: @act04$,Mace,WeaponMelee_Mace,xpack,us_l_001_Mace_xpack,Fist of the Fiery Legion,Fist_of_the_Fiery_Legion_0,
records\xpack\item\equipmentweapons\shield\us_l_001.dbr,xtagUWeapon006,True,False,False,@level06$: @act04$,Shield,WeaponArmor_Shield,xpack,us_l_001_Shield_xpack,Shield of the Fiery Legion,Shield_of_the_Fiery_Legion_0,
records\xpack\item\equipmentweapons\shield\us_e_003.dbr,xtagUWeapon008,True,False,False,"@level05$: @act04$, @level06$: @act04$",Shield,WeaponArmor_Shield,xpack,us_e_003_Shield_xpack,Shield of Permathryn,Shield_of_Permathryn_0,
records\xpack\item\equipmentweapons\sword\us_e_003.dbr,xtagUWeapon098,True,False,False,"@level05$: @act04$, @level06$: @act04$",Sword,WeaponMelee_Sword,xpack,us_e_003_Sword_xpack,Lindane,Lindane_0,
records\xpack\item\equipmentweapons\club\z_us01.dbr,xtagUWeapon057,True,False,False,via Unlock Code,Mace,WeaponMelee_Mace,xpack,z_us01_Mace_xpack,,z_us01_Mace_xpack,
records\xpack\item\equipmentarmor\armband\z_us01.dbr,xtagUArmor079,True,False,False,via Unlock Code,Armbands,ArmorProtective_Forearm,xpack,z_us01_Armbands_xpack,,z_us01_Armbands_xpack,
records\xpack\item\equipmentarmor\torso\z_us01.dbr,xtagUArmor054,True,False,False,via Unlock Code,Armor,ArmorProtective_UpperBody,xpack,z_us01_Armor_xpack,,z_us01_Armor_xpack,
records\xpack\item\equipmentarmor\armband\usm_l_001.dbr,xtagUArmor073,True,False,False,@level06$: @act04$,Armbands,ArmorProtective_Forearm,xpack,usm_l_001_Armbands_xpack,Plouton's Bracelet,Ploutons_Bracelet_0,
records\xpack\item\equipmentarmor\greaves\usm_l_001.dbr,xtagUArmor101,True,False,False,@level06$: @act04$,Greaves,ArmorProtective_LowerBody,xpack,usm_l_001_Greaves_xpack,Plouton's Wraps,Ploutons_Wraps_0,
records\xpack\item\equipmentarmor\torso\usm_l_001.dbr,xtagUArmor048,True,False,False,@level06$: @act04$,Armor,ArmorProtective_UpperBody,xpack,usm_l_001_Armor_xpack,Plouton's Cornucopia,Ploutons_Cornucopia_0,
records\xpack\item\equipmentarmor\helm\usm_l_001.dbr,xtagUArmor126,True,False,False,@level06$: @act04$,Helm,ArmorProtective_Head,xpack,usm_l_001_Helm_xpack,Plouton's Crown,Ploutons_Crown_0,
records\xpack\item\equipmentarmor\amulet\usm_l_001.dbr,xtagUArmor025,True,False,False,@level06$: @act04$,Amulet,ArmorJewelry_Amulet,xpack,usm_l_001_Amulet_xpack,Polydegmon,Polydegmon_0,
